cells	samples	cell.types
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_D05_S1001_comb	Mel60	B.cell
cy80_CD45_neg_B04_S400_comb	Mel80	B.cell
cy94_cd45neg_cd90pos_D12_S336_comb	Mel94	?
CY94CD45POS_1_G08_S176_comb	Mel94	B.cell
CY89A_CD45_POS_6_C03_S123_comb	Mel89	T.CD4
Cy71_CD45_F09_S549_comb	Mel71	?
cy80_CD45_neg_F07_S931_comb	Mel80	Endo.
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_G07_S1039_comb	Mel60	B.cell
cy94_cd45neg_cd90pos_D11_S335_comb	Mel94	?
cy79_p5_CD45_neg_PDL1_neg_B12_S792_comb	Mel79	Mal
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_E12_S540_comb	Mel79	B.cell
Cy81_FNA_CD45_H10_S286_comb	Mel81	?
cy79_p4_CD45_pos_PD1_pos_C08_S320_comb	Mel79	B.cell
CY88CD45_150813_G12_S372_comb	Mel88	Macrophage
CY88CD45POS_2_F07_S451_comb	Mel88	T.CD8
cy94_cd45neg_cd90pos_H09_S381_comb	Mel94	B.cell
CY94CD45POS_1_B01_S109_comb	Mel94	B.cell
Cy71_CD45_A09_S489_comb	Mel71	Macrophage
cy53_1_CD45_pos_2_D03_S999_comb	Mel53	T.CD8
cy94_cd45neg_cd90pos_A06_S294_comb	Mel94	?
cy53_1_CD45_pos_2_F03_S1023_comb	Mel53	T.CD4
cy84_Primary_CD45_neg_A12_S972_comb	Mel84	Endo.
cy94_cd45neg_cd90pos_D04_S328_comb	Mel94	?
cy94_cd45pos_4_H06_S90_comb	Mel94	B.cell
cy80_cd_90_neg_H12_S192_comb	Mel80	?
cy94_cd45pos_4_B09_S21_comb	Mel94	B.cell
Cy71_CD45_H03_S663_comb	Mel71	Mal
cy88_cd_45_pos_H12_S480_comb	Mel88	Macrophage
CY89A_CD45_POS_6_A10_S106_comb	Mel89	B.cell
cy79_p3_CD45_neg_PDL1_neg_E06_S246_comb	Mel79	Mal
cy82_CD45_pos_3_D04_S40_comb	Mel82	?
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_E03_S531_comb	Mel79	B.cell
cy94_cd45neg_cd90pos_H03_S375_comb	Mel94	B.cell
cy94_cd45pos_F12_S168_comb	Mel94	B.cell
cy72_CD45_pos_C11_S899_comb	Mel72	T.CD8
cy94_cd45pos_C01_S121_comb	Mel94	T.cell
cy94_cd45neg_cd90pos_F05_S353_comb	Mel94	?
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H10_S1054_comb	Mel60	B.cell
cy94_cd45neg_cd90pos_D09_S333_comb	Mel94	?
CY89COREQ1_G06_S366_comb	Mel89	B.cell
cy94_cd45neg_cd90pos_F12_S360_comb	Mel94	Endo.
CY89A_CD45_POS_6_F03_S159_comb	Mel89	Macrophage
cy53_1_CD45_pos_2_A06_S966_comb	Mel53	T.CD8
cy84_Primary_CD45_pos_G03_S459_comb	Mel84	T.CD8
cy79_p3_CD45_pos_PD1_neg_A04_S100_comb	Mel79	B.cell
Cy74_CD45_H10_S478_comb	Mel74	?
CY89A_Core_15_D06_S42_comb	Mel89	B.cell
cy60_1_cd_45_pos_4_B02_S14_comb	Mel60	B.cell
cy88_cd45pos_5_D05_S233_comb	Mel88	T.CD4
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_C05_S509_comb	Mel79	B.cell
cy94_cd45pos_4_H11_S95_comb	Mel94	B.cell
cy78_CD45_neg_2_A08_S584_comb	Mel78	B.cell
cy72_CD45_pos_C10_S898_comb	Mel72	B.cell
CY94CD45POS_1_B07_S115_comb	Mel94	Macrophage
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_C07_S319_comb	Mel79	Endo.
cy84_Primary_CD45_pos_D08_S428_comb	Mel84	B.cell
CY89A_CD45_POS_6_A04_S100_comb	Mel89	Macrophage
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H07_S1051_comb	Mel60	B.cell
cy94_cd45neg_cd90pos_H02_S374_comb	Mel94	B.cell
CY88CD45_150813_F08_S356_comb	Mel88	?
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_C07_S511_comb	Mel79	B.cell
cy79_p4_CD45_neg_PDL1_neg_C04_S1084_comb	Mel79	B.cell
CY88CD45POS_2_G07_S463_comb	Mel88	B.cell
CY84_PRIM_POS_ALL_8_A02_S98_comb	Mel84	Macrophage
CY88_3_C09_S609_comb	Mel88	Mal
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_H09_S573_comb	Mel79	B.cell
cy82_CD45_pos_1_D05_S521_comb	Mel82	T.cell
cy94_cd45neg_cd90pos_B08_S308_comb	Mel94	CAF
cy60_1_cd_45_pos_3_E06_S342_comb	Mel60	B.cell
cy78_CD45_neg_2_B07_S595_comb	Mel78	Mal
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_B12_S984_comb	Mel60	B.cell
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_F10_S550_comb	Mel79	B.cell
cy82_CD45_pos_2_B04_S496_comb	Mel82	T.CD4
Cy72_CD45_D08_S716_comb	Mel72	?
cy94_cd45pos_A07_S103_comb	Mel94	B.cell
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_E03_S1011_comb	Mel60	B.cell
cy88_cd45pos_5_G04_S268_comb	Mel88	B.cell
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_G12_S564_comb	Mel79	B.cell
cy72_CD45_pos_C05_S893_comb	Mel72	B.cell
CY84_PRIM_POS_ALL_6_D12_S432_comb	Mel84	Macrophage
CY89COREQ1_F06_S354_comb	Mel89	Macrophage
Cy72_CD45_A04_S676_comb	Mel72	B.cell
CY89COREQ1_G10_S370_comb	Mel89	B.cell
cy72_CD45_pos_A02_S866_comb	Mel72	B.cell
cy79_p3_CD45_pos_PD1_neg_G11_S179_comb	Mel79	B.cell
cy94_cd45neg_cd90pos_G11_S371_comb	Mel94	B.cell
cy80_Cd45_pos_Pd1_neg_S293_E05_S293_comb	Mel80	NK
cy58_1_CD45_pos_C08_S608_comb	Mel58	Macrophage
cy53_1_CD45_neg_G02_S362_comb	Mel53	Mal
cy60_1_cd_45_pos_3_E07_S343_comb	Mel60	B.cell
CY84_PRIM_POS_ALL_6_E07_S439_comb	Mel84	Macrophage
CY88CD45POS_7_E02_S242_comb	Mel88	T.CD4
cy94_cd45pos_4_C03_S27_comb	Mel94	B.cell
cy60_1_cd_45_pos_3_A08_S296_comb	Mel60	B.cell
cy72_CD45_pos_F01_S925_comb	Mel72	T.cell
CY89COREQ1_H10_S382_comb	Mel89	B.cell
cy82_CD45_neg_2_E02_S242_comb	Mel82	CAF
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_B07_S499_comb	Mel79	B.cell
cy88_cd45pos_5_G03_S267_comb	Mel88	Macrophage
cy94_cd45pos_4_C04_S28_comb	Mel94	B.cell
Cy80_II_CD45_A08_S872_comb	Mel80	Endo.
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_E02_S530_comb	Mel79	B.cell
cy94_cd45neg_cd90pos_A12_S300_comb	Mel94	Endo.
cy60_1_cd_45_pos_4_E01_S49_comb	Mel60	Macrophage
cy94_cd45pos_B12_S120_comb	Mel94	B.cell
cy84_Met_CD45_pos_H04_S952_comb	Mel84	B.cell
cy80_CD45_neg_F08_S452_comb	Mel80	?
CY88CD45POS_7_C01_S217_comb	Mel88	Macrophage
CY89FNAQ2_A11_S395_comb	Mel89	Mal
cy58_1_CD45_pos_C01_S601_comb	Mel58	B.cell
CY89FNAQ2_C12_S420_comb	Mel89	Mal
CY94CD45POS_1_F07_S163_comb	Mel94	B.cell
CY94CD45POS_1_F04_S160_comb	Mel94	B.cell
cy80_CD45_neg_F11_S455_comb	Mel80	?
Cy71_CD45_G01_S553_comb	Mel71	Mal
CY88CD45_150813_D07_S331_comb	Mel88	CAF
CY88CD45POS_7_E03_S243_comb	Mel88	B.cell
cy79_p5_CD45_neg_PDL1_pos_G09_S753_comb	Mel79	CAF
CY88CD45POS_2_G08_S464_comb	Mel88	Macrophage
cy84_Met_CD45_pos_D06_S906_comb	Mel84	T.CD8
cy88_cd45pos_5_B02_S206_comb	Mel88	?
cy80_CD45_neg_B06_S882_comb	Mel80	Endo.
Cy72_CD45_F08_S740_comb	Mel72	?
CY89FNAQ2_A06_S390_comb	Mel89	?
cy88_cd_45_pos_3_F11_S647_comb	Mel88	NK
CY88CD45_150813_D05_S329_comb	Mel88	T.cell
cy94_cd45pos_4_H05_S89_comb	Mel94	B.cell
cy84_Primary_CD45_pos_B06_S402_comb	Mel84	NK
cy79_p4_CD45_neg_PDL1_neg_C06_S1086_comb	Mel79	Mal
cy94_cd45pos_B02_S110_comb	Mel94	?
Cy74_CD45_H07_S475_comb	Mel74	B.cell
cy79_p3_CD45_neg_PDL1_neg_F10_S262_comb	Mel79	Mal
cy72_CD45_pos_A03_S867_comb	Mel72	B.cell
cy60_1_cd_45_pos_3_B03_S303_comb	Mel60	Macrophage
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_G04_S1036_comb	Mel60	B.cell
Cy72_CD45_D05_S713_comb	Mel72	B.cell
cy80_Cd45_pos_PD1_pos_S119_E11_S119_comb	Mel80	B.cell
CY88CD45POS_7_B11_S215_comb	Mel88	Macrophage
CY88CD45_150813_F07_S355_comb	Mel88	Macrophage
CY88_5_H02_S758_comb	Mel88	Mal
CY94CD45POS_1_B12_S120_comb	Mel94	B.cell
cy84_Primary_CD45_pos_C11_S419_comb	Mel84	NK
Cy71_CD45_D02_S518_comb	Mel71	Macrophage
cy94_cd45neg_cd90pos_C05_S317_comb	Mel94	?
Cy72_CD45_F06_S738_comb	Mel72	?
cy84_Primary_CD45_pos_H06_S474_comb	Mel84	B.cell
cy94_cd45pos_B01_S109_comb	Mel94	B.cell
cy94_cd45pos_4_D12_S48_comb	Mel94	B.cell
CY84_PRIM_POS_ALL_7_B04_S208_comb	Mel84	Macrophage
cy79_p3_CD45_neg_PDL1_neg_E07_S247_comb	Mel79	Mal
cy60_1_cd_45_neg_3_H01_S565_comb	Mel60	Mal
cy74_CD45_pos_A11_S683_comb	Mel74	Macrophage
CY84_PRIM_POS_ALL_7_F10_S262_comb	Mel84	?
cy94_cd45pos_F09_S165_comb	Mel94	B.cell
cy53_1_CD45_neg_D08_S332_comb	Mel53	Endo.
CY88CD45POS_2_G06_S462_comb	Mel88	NK
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_H12_S384_comb	Mel79	Mal
CY89COREQ1_E03_S339_comb	Mel89	B.cell
cy74_CD45_pos_C12_S708_comb	Mel74	B.cell
cy79_p3_CD45_pos_PD1_neg_G07_S175_comb	Mel79	B.cell
cy80_Cd45_pos_Pd1_neg_S223_B07_S223_comb	Mel80	B.cell
Cy74_CD45_E10_S442_comb	Mel74	?
cy94_cd45neg_cd90pos_C02_S314_comb	Mel94	?
cy82_CD45_pos_3_C06_S30_comb	Mel82	?
Cy81_Bulk_CD45_C12_S132_comb	Mel81	?
Cy72_CD45_H04_S760_comb	Mel72	?
cy60_1_cd_45_pos_4_B03_S15_comb	Mel60	B.cell
CY89A_CD45_POS_6_A08_S104_comb	Mel89	Macrophage
Cy81_FNA_CD45_D05_S233_comb	Mel81	?
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_G01_S553_comb	Mel79	B.cell
cy79_p3_CD45_pos_PD1_neg_G04_S172_comb	Mel79	B.cell
cy94_cd45pos_4_B04_S16_comb	Mel94	B.cell
cy80_CD_90_pos_C02_S890_comb	Mel80	CAF
CY89COREQ1_C08_S320_comb	Mel89	B.cell
cy60_1_cd_45_pos_4_D02_S38_comb	Mel60	B.cell
CY89A_CD45_POS_6_G01_S169_comb	Mel89	B.cell
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_H06_S570_comb	Mel79	B.cell
CY88CD45POS_2_C01_S409_comb	Mel88	Macrophage
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_F04_S544_comb	Mel79	B.cell
CY89A_CD45_POS_6_B09_S117_comb	Mel89	B.cell
CY89A_Core_15_B10_S22_comb	Mel89	B.cell
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_E11_S1019_comb	Mel60	B.cell
cy80_Cd45_pos_Pd1_neg_S219_B03_S219_comb	Mel80	B.cell
cy80_Cd45_pos_Pd1_neg_S227_B11_S227_comb	Mel80	B.cell
CY84_PRIM_POS_ALL_6_A01_S385_comb	Mel84	?
cy60_1_cd_45_pos_4_G03_S75_comb	Mel60	T.CD8
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_G04_S556_comb	Mel79	B.cell
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_F03_S1023_comb	Mel60	B.cell
CY84_PRIM_POS_ALL_7_E03_S243_comb	Mel84	?
CY89A_Core_15_E04_S52_comb	Mel89	B.cell
cy79_p3_CD45_neg_PDL1_neg_A12_S204_comb	Mel79	Endo.
CY89A_Core_15_H11_S95_comb	Mel89	B.cell
cy79_p3_CD45_pos_PD1_pos_AS_C2_R1_F01_S445_comb	Mel79	B.cell
cy74_CD45_pos_B12_S696_comb	Mel74	Macrophage
CY88_3_C02_S602_comb	Mel88	Mal
cy72_CD45_pos_G07_S943_comb	Mel72	B.cell
CY88CD45POS_2_H12_S480_comb	Mel88	Macrophage
cy79_p3_CD45_pos_PD1_neg_C05_S125_comb	Mel79	B.cell
cy88_cd_45_pos_3_F02_S638_comb	Mel88	Macrophage
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_B01_S493_comb	Mel79	T.CD4
CY89FNA_F03_S255_comb	Mel89	B.cell
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_F02_S1022_comb	Mel60	B.cell
cy60_1_cd_45_pos_4_B08_S20_comb	Mel60	NK
cy74_CD45_pos_B02_S686_comb	Mel74	Macrophage
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_D10_S1006_comb	Mel60	B.cell
cy79_p4_CD45_neg_PDL1_neg_C10_S1090_comb	Mel79	Mal
cy94_cd45pos_4_G02_S74_comb	Mel94	B.cell
cy84_Primary_CD45_pos_B02_S398_comb	Mel84	B.cell
cy53_1_CD45_pos_1_G08_S80_comb	Mel53	Macrophage
CY58_1_CD45_D01_S997_comb	Mel58	T.CD8
cy94_cd45pos_4_G04_S76_comb	Mel94	B.cell
cy60_1_cd_45_pos_3_G12_S372_comb	Mel60	Macrophage
cy53_1_CD45_neg_G07_S367_comb	Mel53	Endo.
cy94_cd45neg_cd90pos_B07_S307_comb	Mel94	CAF
cy84_Primary_CD45_pos_E07_S439_comb	Mel84	B.cell
CY94CD45POS_1_E04_S148_comb	Mel94	NK
cy79_p3_CD45_pos_PD1_neg_G05_S173_comb	Mel79	B.cell
Cy72_CD45_A08_S680_comb	Mel72	?
cy80_Cd45_pos_Pd1_neg_S338_G02_S338_comb	Mel80	B.cell
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H05_S1049_comb	Mel60	B.cell
cy80_CD45_neg_C05_S893_comb	Mel80	Endo.
CY89A_Core_15_A03_S3_comb	Mel89	B.cell
CY94CD45POS_1_G09_S177_comb	Mel94	B.cell
CY89A_CD45_POS_6_D11_S143_comb	Mel89	Macrophage
CY94CD45POS_1_E08_S152_comb	Mel94	B.cell
Cy80_II_CD45_H03_S951_comb	Mel80	CAF
Cy72_CD45_H05_S761_comb	Mel72	B.cell
cy80_CD45_neg_D05_S905_comb	Mel80	Endo.
cy84_Primary_CD45_pos_G11_S467_comb	Mel84	B.cell
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_E08_S1016_comb	Mel60	B.cell
cy80_Cd45_pos_PD1_pos_C08_S68_comb	Mel80	B.cell
cy60_1_cd_45_pos_3_F10_S358_comb	Mel60	B.cell
CY89A_CD45_POS_6_D07_S139_comb	Mel89	B.cell
cy80_Cd45_pos_Pd1_neg_S247_C07_S247_comb	Mel80	B.cell
cy80_CD45_pos_PD1_pos_G03_S171_comb	Mel80	T.CD8
Cy72_CD45_G04_S748_comb	Mel72	?
cy80_CD_90_pos_A02_S866_comb	Mel80	CAF
CY88CD45POS_7_F04_S256_comb	Mel88	Macrophage
cy88_cd45pos_5_E02_S242_comb	Mel88	B.cell
cy94_cd45pos_B09_S117_comb	Mel94	Macrophage
cy88_cd_45_pos_3_H12_S672_comb	Mel88	Macrophage
Cy81_Bulk_CD45_C08_S128_comb	Mel81	?
cy60_1_cd_45_pos_4_H01_S85_comb	Mel60	B.cell
CY84_PRIM_POS_ALL_8_A01_S97_comb	Mel84	?
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_G12_S1044_comb	Mel60	T.cell
cy84_Met_CD45_pos_H05_S953_comb	Mel84	B.cell
CY94CD45POS_1_G12_S180_comb	Mel94	B.cell
CY88CD45POS_2_G01_S457_comb	Mel88	?
cy53_1_CD45_pos_2_A10_S970_comb	Mel53	Macrophage
CY89A_Core_15_A10_S10_comb	Mel89	B.cell
cy58_1_CD45_pos_F11_S647_comb	Mel58	T.CD8
cy79_p4_CD45_neg_PDL1_neg_F05_S1121_comb	Mel79	Mal
CY89A_Core_15_D02_S38_comb	Mel89	B.cell
cy79_p3_CD45_pos_PD1_neg_G12_S180_comb	Mel79	B.cell
CY88CD45POS_7_G04_S268_comb	Mel88	Macrophage
Cy72_CD45_C08_S704_comb	Mel72	?
CY88CD45POS_7_E09_S249_comb	Mel88	Macrophage
CY88CD45POS_7_G03_S267_comb	Mel88	B.cell
cy94_cd45pos_A04_S100_comb	Mel94	T.CD4
cy53_1_CD45_pos_2_E03_S1011_comb	Mel53	Macrophage
cy80_cd_90_neg_H04_S184_comb	Mel80	?
cy60_1_cd_45_pos_3_G06_S366_comb	Mel60	B.cell
CY88CD45POS_2_B07_S403_comb	Mel88	Macrophage
CY88CD45_150813_D03_S327_comb	Mel88	Macrophage
CY89A_Core_15_C11_S35_comb	Mel89	?
CY94CD45POS_1_F06_S162_comb	Mel94	T.cell
CY88CD45_150813_E02_S338_comb	Mel88	Macrophage
CY94CD45POS_1_H03_S183_comb	Mel94	B.cell
CY88CD45POS_7_C05_S221_comb	Mel88	T.cell
cy88_cd45pos_5_B05_S209_comb	Mel88	B.cell
CY89A_Core_15_F10_S70_comb	Mel89	Macrophage
cy88_cd_45_pos_H05_S473_comb	Mel88	NK
CY84_PRIM_POS_ALL_8_E11_S155_comb	Mel84	?
cy60_1_cd_45_pos_3_C04_S316_comb	Mel60	T.cell
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_B06_S978_comb	Mel60	B.cell
cy60_1_cd_45_pos_3_H07_S379_comb	Mel60	B.cell
cy94_cd45pos_G09_S177_comb	Mel94	B.cell
cy82_CD45_neg_3_H02_S854_comb	Mel82	?
CY84_PRIM_POS_ALL_7_E12_S252_comb	Mel84	Macrophage
cy88_cd45pos_5_C02_S218_comb	Mel88	T.CD4
CY89A_CD45_POS_6_B05_S113_comb	Mel89	B.cell
cy58_1_CD45_pos_E10_S634_comb	Mel58	T.CD4
CY84_PRIM_POS_ALL_8_C07_S127_comb	Mel84	Macrophage
cy60_1_cd_45_pos_3_E04_S340_comb	Mel60	B.cell
cy74_CD45_pos_A10_S682_comb	Mel74	NK
cy84_Primary_CD45_pos_C08_S416_comb	Mel84	Macrophage
CY89COREQ1_G09_S369_comb	Mel89	B.cell
CY89CORE11_E02_S146_comb	Mel89	Mal
CY89COREQ1_F08_S356_comb	Mel89	B.cell
cy94_cd45neg_cd90pos_H07_S379_comb	Mel94	B.cell
CY89A_Core_15_D07_S43_comb	Mel89	B.cell
CY89A_CD45_POS_6_G08_S176_comb	Mel89	B.cell
CY94CD45POS_1_D03_S135_comb	Mel94	B.cell
cy94_cd45pos_C09_S129_comb	Mel94	B.cell
CY84_PRIM_POS_ALL_7_A07_S199_comb	Mel84	Macrophage
Cy81_Bulk_CD45_F10_S166_comb	Mel81	Endo.
cy94_cd45pos_4_H12_S96_comb	Mel94	B.cell
Cy72_CD45_H12_S864_comb	Mel72	?
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_G07_S559_comb	Mel79	B.cell
Cy80_II_CD45_B04_S880_comb	Mel80	Endo.
cy88_cd45pos_5_D03_S231_comb	Mel88	B.cell
cy53_1_CD45_pos_2_H05_S1049_comb	Mel53	Macrophage
CY84_PRIM_POS_ALL_7_D01_S229_comb	Mel84	Macrophage
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_B07_S979_comb	Mel60	B.cell
cy53_1_CD45_pos_1_B10_S22_comb	Mel53	Macrophage
CY89A_CD45_POS_6_B04_S112_comb	Mel89	Macrophage
cy94_cd45neg_cd90pos_A09_S297_comb	Mel94	Endo.
CY89A_CD45_POS_6_A09_S105_comb	Mel89	B.cell
cy80_CD45_pos_PD1_pos_D11_S143_comb	Mel80	B.cell
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_D03_S135_comb	Mel79	Mal
cy80_CD_90_pos_C07_S895_comb	Mel80	Mal
cy80_CD_90_pos_H08_S956_comb	Mel80	CAF
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_H12_S576_comb	Mel79	B.cell
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_F07_S1027_comb	Mel60	B.cell
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_F08_S548_comb	Mel79	B.cell
CY89COREQ1_C01_S313_comb	Mel89	B.cell
CY88CD45POS_2_F09_S453_comb	Mel88	T.CD8
Cy74_CD45_G11_S467_comb	Mel74	?
CY84_PRIM_POS_ALL_7_A01_S193_comb	Mel84	?
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_C03_S987_comb	Mel60	T.cell
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_A04_S964_comb	Mel60	B.cell
CY89COREQ1_C07_S319_comb	Mel89	B.cell
cy79_p3_CD45_pos_PD1_neg_F05_S161_comb	Mel79	B.cell
cy60_1_cd_45_pos_4_A11_S11_comb	Mel60	B.cell
cy80_Cd45_pos_Pd1_neg_S296_E08_S296_comb	Mel80	B.cell
cy94_cd45pos_D01_S133_comb	Mel94	B.cell
merck_cd45pos_PL3_S292	Mel194	T.CD4
merck_cd45pos_PL3_S337	Mel194	T.CD8
merck_cd45negcd90neg_PL3_S247	Mel194	Mal
merck_cd45pos_PL3_S360	Mel194	T.CD8
merck_cd45pos_PL3_S365	Mel194	T.CD4
merck_cd45pos_PL3_S340	Mel194	T.CD4
merck_cd45negcd90neg_PL3_S270	Mel194	Mal
merck_cd45pos_PL3_S328	Mel194	T.CD8
merck_cd45negcd90neg_PL3_S268	Mel194	Mal
merck_cd45negcd90neg_PL3_S241	Mel194	Mal
merck_cd45negcd90neg_PL3_S195	Mel194	Mal
merck_cd45pos_PL3_S357	Mel194	T.cell
merck_cd45negcd90neg_PL3_S223	Mel194	Mal
merck_cd45negcd90neg_PL3_S245	Mel194	Mal
merck_cd45pos_PL3_S336	Mel194	T.cell
merck_cd45pos_PL3_S344	Mel194	T.CD8
merck_cd45pos_PL3_S324	Mel194	T.CD8
merck_cd45pos_PL3_S325	Mel194	T.CD8
merck_cd45pos_PL3_S347	Mel194	T.CD8
merck_cd45pos_PL3_S348	Mel194	T.CD8
merck_cd45pos_PL3_S352	Mel194	T.CD4
merck_cd45pos_PL3_S377	Mel194	T.CD8
merck_cd45negcd90neg_PL3_S227	Mel194	Mal
merck_cd45pos_PL3_S312	Mel194	T.CD8
merck_cd45pos_PL3_S299	Mel194	T.CD4
merck_cd45negcd90neg_PL3_S221	Mel194	Mal
merck_cd45negcd90neg_PL3_S275	Mel194	Mal
merck_cd45negcd90neg_PL3_S232	Mel194	Mal
merck_cd45pos_PL3_S333	Mel194	T.CD8
merck_cd45negcd90neg_PL3_S250	Mel194	Mal
merck_cd45negcd90neg_PL3_S278	Mel194	Mal
merck_cd45pos_PL3_S375	Mel194	T.CD8
merck_cd45pos_PL3_S327	Mel194	T.CD8
merck_cd45negcd90neg_PL3_S261	Mel194	?
merck_cd45negcd90neg_PL3_S238	Mel194	Mal
merck_cd45pos_PL3_S374	Mel194	T.CD8
merck_cd45pos_PL3_S351	Mel194	T.CD8
merck_cd45negcd90neg_PL3_S236	Mel194	Mal
merck_cd45negcd90neg_PL3_S226	Mel194	?
merck_cd45pos_PL3_S335	Mel194	T.CD8
merck_cd45pos_PL3_S326	Mel194	T.CD4
merck_cd45pos_PL3_S346	Mel194	T.CD4
merck_cd45negcd90neg_PL3_S231	Mel194	Mal
merck_cd45pos_PL3_S294	Mel194	T.CD8
merck_cd45negcd90neg_PL3_S197	Mel194	Mal
merck_cd45pos_PL3_S305	Mel194	T.CD4
merck_cd45negcd90neg_PL3_S277	Mel194	Mal
merck_cd45pos_PL3_S308	Mel194	T.CD8
merck_cd45pos_PL3_S378	Mel194	T.CD8
merck_cd45pos_PL3_S356	Mel194	T.CD4
merck_cd45negcd90neg_PL3_S202	Mel194	Mal
merck_cd45pos_PL3_S359	Mel194	T.CD8
merck_cd45pos_PL3_S316	Mel194	T.CD4
merck_cd45pos_PL3_S289	Mel194	T.cell
merck_cd45pos_PL3_S368	Mel194	T.cell
merck_cd45pos_PL3_S290	Mel194	T.CD8
merck_cd45pos_PL3_S293	Mel194	T.CD8
merck_cd45pos_PL3_S382	Mel194	T.CD8
merck_cd45pos_PL3_S311	Mel194	T.cell
merck_cd45negcd90neg_PL3_S204	Mel194	Mal
merck_cd45negcd90neg_PL3_S213	Mel194	Mal
merck_cd45pos_PL3_S319	Mel194	T.CD4
merck_cd45pos_PL3_S315	Mel194	T.CD8
merck_cd45pos_PL3_S363	Mel194	T.CD8
merck_cd45negcd90neg_PL3_S217	Mel194	Mal
merck_cd45negcd90neg_PL3_S287	Mel194	Mal
merck_cd45pos_PL3_S361	Mel194	T.CD4
merck_cd45pos_PL3_S300	Mel194	T.CD8
merck_cd45negcd90neg_PL3_S219	Mel194	Mal
merck_cd45pos_PL3_S381	Mel194	T.CD8
merck_cd45negcd90neg_PL3_S243	Mel194	Mal
merck_cd45negcd90neg_PL3_S214	Mel194	Mal
merck_cd45pos_PL3_S349	Mel194	T.CD4
merck_cd45negcd90neg_PL3_S260	Mel194	Mal
merck_cd45pos_PL3_S323	Mel194	T.CD8
merck_cd45negcd90neg_PL3_S211	Mel194	Mal
merck_cd45pos_PL3_S362	Mel194	T.CD8
merck_cd45negcd90neg_PL3_S276	Mel194	Mal
merck_cd45negcd90neg_PL3_S205	Mel194	Mal
merck_cd45negcd90neg_PL3_S240	Mel194	Mal
merck_cd45pos_PL3_S383	Mel194	T.CD4
merck_cd45pos_PL3_S379	Mel194	T.CD8
merck_cd45negcd90neg_PL3_S248	Mel194	Mal
merck_cd45pos_PL3_S314	Mel194	T.CD4
merck_cd45negcd90neg_PL3_S209	Mel194	Mal
merck_cd45pos_PL3_S355	Mel194	T.CD4
merck_cd45negcd90neg_PL3_S252	Mel194	Mal
merck_cd45negcd90neg_PL3_S198	Mel194	Mal
merck_cd45negcd90neg_PL3_S196	Mel194	Mal
merck_cd45negcd90neg_PL3_S208	Mel194	Mal
merck_cd45pos_PL3_S329	Mel194	T.CD8
merck_cd45negcd90neg_PL3_S230	Mel194	Mal
merck_cd45negcd90neg_PL3_S274	Mel194	Mal
merck_cd45pos_PL3_S370	Mel194	T.CD4
merck_cd45negcd90neg_PL3_S271	Mel194	Mal
merck_cd45pos_PL3_S342	Mel194	T.CD8
merck_cd45pos_PL3_S291	Mel194	T.CD8
merck_cd45negcd90neg_PL3_S255	Mel194	Mal
merck_cd45pos_PL3_S366	Mel194	T.CD8
merck_cd45negcd90neg_PL3_S272	Mel194	Mal
merck_cd45negcd90neg_PL3_S256	Mel194	Mal
merck_cd45negcd90neg_PL3_S253	Mel194	Mal
merck_cd45negcd90neg_PL3_S235	Mel194	Mal
