method	class	precision	recall	f1_score	support	specificity	Cell Labels	category	dataset
LDArej	BCELL	0.992172211	0.990234375	0.991202346	512	0.99888424	BCELL	Immune	Metastatic Melanoma
LDArej	CAF	0.949152542	1	0.973913043	56	0.99925761	CAF	Fibroblast	Metastatic Melanoma
LDArej	ENDOTHELIAL	1	0.983870968	0.991869919	62	1	ENDOTHELIAL	Endothelial	Metastatic Melanoma
LDArej	MACROPHAGE	0.975609756	1	0.987654321	120	0.999245663	MACROPHAGE	Immune	Metastatic Melanoma
LDArej	MELANOMA	0.999199359	0.996805112	0.9980008	1252	0.999648506	MELANOMA	Tumour	Metastatic Melanoma
LDArej	NK	0.966666667	0.568627451	0.716049383	51	0.999752842	NK	Immune	Metastatic Melanoma
LDArej	TCELL	0.987864078	0.995596869	0.9917154	2044	0.987822698	TCELL	Immune	Metastatic Melanoma
LDArej	UNLABELED	0	0	0	0	0.999023676			Metastatic Melanoma
NMC	BCELL	0.957854406	0.9765625	0.967117988	512	0.993863319	BCELL	Immune	Metastatic Melanoma
NMC	CAF	0.976744186	0.75	0.848484848	56	0.999752537	CAF	Fibroblast	Metastatic Melanoma
NMC	ENDOTHELIAL	0.968253968	0.983870968	0.976	62	0.999504337	ENDOTHELIAL	Endothelial	Metastatic Melanoma
NMC	MACROPHAGE	0.926229508	0.941666667	0.933884298	120	0.997736988	MACROPHAGE	Immune	Metastatic Melanoma
NMC	MELANOMA	0.977419355	0.968051118	0.972712681	1252	0.990158172	MELANOMA	Tumour	Metastatic Melanoma
NMC	NK	0.87804878	0.705882353	0.782608696	51	0.998764212	NK	Immune	Metastatic Melanoma
NMC	TCELL	0.969022265	0.979452055	0.974209246	2044	0.968826108	TCELL	Immune	Metastatic Melanoma
kNN9	BCELL	0.989224138	0.896484375	0.94057377	512	0.9986053	BCELL	Immune	Metastatic Melanoma
kNN9	CAF	1	0.285714286	0.444444444	56	1	CAF	Fibroblast	Metastatic Melanoma
kNN9	ENDOTHELIAL	1	0.016129032	0.031746032	62	1	ENDOTHELIAL	Endothelial	Metastatic Melanoma
kNN9	MACROPHAGE	0.982300885	0.925	0.9527897	120	0.999497108	MACROPHAGE	Immune	Metastatic Melanoma
kNN9	MELANOMA	0.928677563	0.998402556	0.962278676	1252	0.966256591	MELANOMA	Tumour	Metastatic Melanoma
kNN9	NK	0	0	0	51	1	NK	Immune	Metastatic Melanoma
kNN9	TCELL	0.94390357	0.996086106	0.969293025	2044	0.941061861	TCELL	Immune	Metastatic Melanoma
ACTINN	BCELL	0.994174757	1	0.99707887	512	0.99916318	BCELL	Immune	Metastatic Melanoma
ACTINN	CAF	1	0.982142857	0.990990991	56	1	CAF	Fibroblast	Metastatic Melanoma
ACTINN	ENDOTHELIAL	1	1	1	62	1	ENDOTHELIAL	Endothelial	Metastatic Melanoma
ACTINN	MACROPHAGE	0.983333333	0.983333333	0.983333333	120	0.999497108	MACROPHAGE	Immune	Metastatic Melanoma
ACTINN	MELANOMA	0.997603834	0.997603834	0.997603834	1252	0.998945518	MELANOMA	Tumour	Metastatic Melanoma
ACTINN	NK	1	0.274509804	0.430769231	51	1	NK	Immune	Metastatic Melanoma
ACTINN	TCELL	0.981721982	0.99853229	0.990055785	2044	0.981490502	TCELL	Immune	Metastatic Melanoma
scVI	BCELL	0.994174757	1	0.99707887	512	0.99916318	BCELL	Immune	Metastatic Melanoma
scVI	CAF	0.949152542	1	0.973913043	56	0.99925761	CAF	Fibroblast	Metastatic Melanoma
scVI	ENDOTHELIAL	1	1	1	62	1	ENDOTHELIAL	Endothelial	Metastatic Melanoma
scVI	MACROPHAGE	0.975409836	0.991666667	0.983471074	120	0.999245663	MACROPHAGE	Immune	Metastatic Melanoma
scVI	MELANOMA	0.996805112	0.996805112	0.996805112	1252	0.998594025	MELANOMA	Tumour	Metastatic Melanoma
scVI	NK	1	0.254901961	0.40625	51	1	NK	Immune	Metastatic Melanoma
scVI	TCELL	0.981677917	0.996086106	0.988829529	2044	0.981490502	TCELL	Immune	Metastatic Melanoma
Cell_BLAST	BCELL	0.555555556	0.009765625	0.019193858	512	0.99888424	BCELL	Immune	Metastatic Melanoma
Cell_BLAST	CAF	0	0	0	56	1	CAF	Fibroblast	Metastatic Melanoma
Cell_BLAST	ENDOTHELIAL	0.5	0.129032258	0.205128205	62	0.998017348	ENDOTHELIAL	Endothelial	Metastatic Melanoma
Cell_BLAST	MACROPHAGE	0.952380952	0.333333333	0.49382716	120	0.999497108	MACROPHAGE	Immune	Metastatic Melanoma
Cell_BLAST	MELANOMA	0.966749792	0.928913738	0.947454175	1252	0.985940246	MELANOMA	Tumour	Metastatic Melanoma
Cell_BLAST	NK	0	0	0	51	1	NK	Immune	Metastatic Melanoma
Cell_BLAST	TCELL	0.775280899	0.978962818	0.865297297	2044	0.717486605	TCELL	Immune	Metastatic Melanoma
Cell_BLAST	UNLABELED	0	0	0	0	0.939956065			Metastatic Melanoma
SingleCellNet	BCELL	0.996101365	0.998046875	0.997073171	512	0.99944212	BCELL	Immune	Metastatic Melanoma
SingleCellNet	CAF	0.981818182	0.964285714	0.972972973	56	0.999752537	CAF	Fibroblast	Metastatic Melanoma
SingleCellNet	ENDOTHELIAL	1	0.983870968	0.991869919	62	1	ENDOTHELIAL	Endothelial	Metastatic Melanoma
SingleCellNet	MACROPHAGE	0.983471074	0.991666667	0.987551867	120	0.999497108	MACROPHAGE	Immune	Metastatic Melanoma
SingleCellNet	MELANOMA	0.996802558	0.99600639	0.996404315	1252	0.998594025	MELANOMA	Tumour	Metastatic Melanoma
SingleCellNet	NK	0.976744186	0.823529412	0.893617021	51	0.999752842	NK	Immune	Metastatic Melanoma
SingleCellNet	TCELL	0.994641987	0.999021526	0.996826947	2044	0.994641987	TCELL	Immune	Metastatic Melanoma
LAmbDA	BCELL	0.91559633	0.974609375	0.944181646	512	0.987168759	BCELL	Immune	Metastatic Melanoma
LAmbDA	CAF	0.783333333	0.839285714	0.810344828	56	0.996782975	CAF	Fibroblast	Metastatic Melanoma
LAmbDA	ENDOTHELIAL	0.871428571	0.983870968	0.924242424	62	0.997769517	ENDOTHELIAL	Endothelial	Metastatic Melanoma
LAmbDA	MACROPHAGE	0.879699248	0.975	0.924901186	120	0.995976867	MACROPHAGE	Immune	Metastatic Melanoma
LAmbDA	MELANOMA	0.999189627	0.984824281	0.991954948	1252	0.999648506	MELANOMA	Tumour	Metastatic Melanoma
LAmbDA	NK	0.26119403	0.68627451	0.378378378	51	0.975531389	NK	Immune	Metastatic Melanoma
LAmbDA	TCELL	0.988027069	0.928571429	0.957377049	2044	0.988796883	TCELL	Immune	Metastatic Melanoma
scPred	BCELL	0.992172211	0.990234375	0.991202346	512	0.99888424	BCELL	Immune	Metastatic Melanoma
scPred	CAF	0.964285714	0.964285714	0.964285714	56	0.999505073	CAF	Fibroblast	Metastatic Melanoma
scPred	ENDOTHELIAL	1	0.983870968	0.991869919	62	1	ENDOTHELIAL	Endothelial	Metastatic Melanoma
scPred	MACROPHAGE	0.959677419	0.991666667	0.975409836	120	0.998742771	MACROPHAGE	Immune	Metastatic Melanoma
scPred	MELANOMA	0.995996797	0.993610224	0.994802079	1252	0.998242531	MELANOMA	Tumour	Metastatic Melanoma
scPred	NK	0.923076923	0.941176471	0.932038835	51	0.999011369	NK	Immune	Metastatic Melanoma
scPred	TCELL	0.997047244	0.991193738	0.994111874	2044	0.997077448	TCELL	Immune	Metastatic Melanoma
scPred	UNLABELED	0	0	0	0	0.997071028			Metastatic Melanoma
CaSTLe	BCELL	0.9921875	0.9921875	0.9921875	512	0.99888424	BCELL	Immune	Metastatic Melanoma
CaSTLe	CAF	0.960784314	0.875	0.91588785	56	0.999505073	CAF	Fibroblast	Metastatic Melanoma
CaSTLe	ENDOTHELIAL	0.983870968	0.983870968	0.983870968	62	0.999752169	ENDOTHELIAL	Endothelial	Metastatic Melanoma
CaSTLe	MACROPHAGE	0.959349593	0.983333333	0.971193416	120	0.998742771	MACROPHAGE	Immune	Metastatic Melanoma
CaSTLe	MELANOMA	0.993630573	0.996805112	0.995215311	1252	0.997188049	MELANOMA	Tumour	Metastatic Melanoma
CaSTLe	NK	1	0.588235294	0.740740741	51	1	NK	Immune	Metastatic Melanoma
CaSTLe	TCELL	0.988851188	0.998043053	0.993425858	2044	0.988796883	TCELL	Immune	Metastatic Melanoma
CHETAH	BCELL	1	0.955078125	0.977022977	512	1	BCELL	Immune	Metastatic Melanoma
CHETAH	CAF	1	0.875	0.933333333	56	1	CAF	Fibroblast	Metastatic Melanoma
CHETAH	ENDOTHELIAL	1	0.967741935	0.983606557	62	1	ENDOTHELIAL	Endothelial	Metastatic Melanoma
CHETAH	MACROPHAGE	0.974137931	0.941666667	0.957627119	120	0.999245663	MACROPHAGE	Immune	Metastatic Melanoma
CHETAH	MELANOMA	1	0.924920128	0.960995851	1252	1	MELANOMA	Tumour	Metastatic Melanoma
CHETAH	NK	0.647887324	0.901960784	0.754098361	51	0.993821058	NK	Immune	Metastatic Melanoma
CHETAH	TCELL	0.99947644	0.933953033	0.965604451	2044	0.999512908	TCELL	Immune	Metastatic Melanoma
CHETAH	UNLABELED	0	0	0	0	0.940444227			Metastatic Melanoma
scID	BCELL	1	0.96875	0.984126984	512	1	BCELL	Immune	Metastatic Melanoma
scID	CAF	0.520833333	0.892857143	0.657894737	56	0.988616679	CAF	Fibroblast	Metastatic Melanoma
scID	ENDOTHELIAL	0.837837838	1	0.911764706	62	0.997026022	ENDOTHELIAL	Endothelial	Metastatic Melanoma
scID	MACROPHAGE	0.944444444	0.991666667	0.967479675	120	0.998239879	MACROPHAGE	Immune	Metastatic Melanoma
scID	MELANOMA	0.999122807	0.909744409	0.952341137	1252	0.999648506	MELANOMA	Tumour	Metastatic Melanoma
scID	NK	0.071052632	0.529411765	0.125290023	51	0.912753337	NK	Immune	Metastatic Melanoma
scID	TCELL	0.99875467	0.392367906	0.56340007	2044	0.999512908	TCELL	Immune	Metastatic Melanoma
scID	UNLABELED	0	0	0	0	0.760312424			Metastatic Melanoma
scmapcell	BCELL	1	0.283203125	0.441400304	512	1	BCELL	Immune	Metastatic Melanoma
scmapcell	CAF	0.875	0.25	0.388888889	56	0.999505073	CAF	Fibroblast	Metastatic Melanoma
scmapcell	ENDOTHELIAL	0	0	0	62	1	ENDOTHELIAL	Endothelial	Metastatic Melanoma
scmapcell	MACROPHAGE	0.957446809	0.375	0.538922156	120	0.999497108	MACROPHAGE	Immune	Metastatic Melanoma
scmapcell	MELANOMA	0.963338534	0.986421725	0.974743489	1252	0.983479789	MELANOMA	Tumour	Metastatic Melanoma
scmapcell	NK	0	0	0	51	1	NK	Immune	Metastatic Melanoma
scmapcell	TCELL	0.950560652	0.912426614	0.931103345	2044	0.95275207	TCELL	Immune	Metastatic Melanoma
scmapcell	UNLABELED	0	0	0	0	0.842567732			Metastatic Melanoma
scmapcluster	BCELL	0	0	0	512	1	BCELL	Immune	Metastatic Melanoma
scmapcluster	CAF	0.685185185	0.660714286	0.672727273	56	0.995793121	CAF	Fibroblast	Metastatic Melanoma
scmapcluster	ENDOTHELIAL	1	0.451612903	0.622222222	62	1	ENDOTHELIAL	Endothelial	Metastatic Melanoma
scmapcluster	MACROPHAGE	0.931623932	0.908333333	0.919831224	120	0.997988433	MACROPHAGE	Immune	Metastatic Melanoma
scmapcluster	MELANOMA	0.992712551	0.979233227	0.985926819	1252	0.996836555	MELANOMA	Tumour	Metastatic Melanoma
scmapcluster	NK	0	0	0	51	1	NK	Immune	Metastatic Melanoma
scmapcluster	TCELL	1	0.019569472	0.038387716	2044	1	TCELL	Immune	Metastatic Melanoma
scmapcluster	UNLABELED	0	0	0	0	0.359775445			Metastatic Melanoma
singleR	BCELL	0.996039604	0.982421875	0.989183874	512	0.99944212	BCELL	Immune	Metastatic Melanoma
singleR	CAF	0.933333333	1	0.965517241	56	0.999010146	CAF	Fibroblast	Metastatic Melanoma
singleR	ENDOTHELIAL	0.984126984	1	0.992	62	0.999752169	ENDOTHELIAL	Endothelial	Metastatic Melanoma
singleR	MACROPHAGE	0.96	1	0.979591837	120	0.998742771	MACROPHAGE	Immune	Metastatic Melanoma
singleR	MELANOMA	0.988104679	0.995207668	0.991643454	1252	0.994727592	MELANOMA	Tumour	Metastatic Melanoma
singleR	NK	0.75	1	0.857142857	51	0.995798319	NK	Immune	Metastatic Melanoma
singleR	TCELL	0.999503722	0.985322896	0.992362651	2044	0.999512908	TCELL	Immune	Metastatic Melanoma
cibersort	GMP	0.460554371	0.481605351	0.470844687	897	0.975945997	GMP	Stem/Progenitor	AML
cibersort	GMP_LIKE	0.553365058	0.267587114	0.360735653	3042	0.965221534	GMP_LIKE	Tumour	AML
cibersort	HSC_PROG	0.607070707	0.70998228	0.654505854	3386	0.91610503	HSC_PROG	Stem/Progenitor	AML
cibersort	HSC_PROG_LIKE	0.925904652	0.255873016	0.400945156	6300	0.991748225	HSC_PROG_LIKE	Tumour	AML
cibersort	MYELOID	0	0	0	3806	1	MYELOID	Immune	AML
cibersort	MYELOID_LIKE	0.321927223	0.988449578	0.485675307	4502	0.462279846	MYELOID_LIKE	Tumour	AML
gsea	GMP	0	0	0	897	1	GMP	Stem/Progenitor	AML
gsea	GMP_LIKE	0.246268657	0.075936884	0.116080402	3042	0.962574771	GMP_LIKE	Tumour	AML
gsea	HSC_PROG	0.284386451	0.93975192	0.436638079	3386	0.568285976	HSC_PROG	Stem/Progenitor	AML
gsea	HSC_PROG_LIKE	0.039232781	0.028571429	0.033063924	6300	0.718032367	HSC_PROG_LIKE	Tumour	AML
gsea	MYELOID	0.587496169	0.503678403	0.542368086	3806	0.925746125	MYELOID	Immune	AML
gsea	MYELOID_LIKE	0.971355499	0.421812528	0.588198854	4502	0.996787333	MYELOID_LIKE	Tumour	AML
gsva	GMP	0.254466703	0.523968785	0.342565598	897	0.934540787	GMP	Stem/Progenitor	AML
gsva	GMP_LIKE	0.63403007	0.568376068	0.599410643	3042	0.94717061	GMP_LIKE	Tumour	AML
gsva	HSC_PROG	0.951587302	0.708210278	0.812055537	3386	0.993422117	HSC_PROG	Stem/Progenitor	AML
gsva	HSC_PROG_LIKE	0.770491803	0.88031746	0.821751371	6300	0.894326105	HSC_PROG_LIKE	Tumour	AML
gsva	MYELOID	0.6445656	0.962953232	0.772229246	3806	0.888508854	MYELOID	Immune	AML
gsva	MYELOID_LIKE	0.971355499	0.421812528	0.588198854	4502	0.996787333	MYELOID_LIKE	Tumour	AML
metaneighbor	GMP	0.460554371	0.481605351	0.470844687	897	0.975945997	GMP	Stem/Progenitor	AML
metaneighbor	GMP_LIKE	0.63403007	0.568376068	0.599410643	3042	0.94717061	GMP_LIKE	Tumour	AML
metaneighbor	HSC_PROG	0.951587302	0.708210278	0.812055537	3386	0.993422117	HSC_PROG	Stem/Progenitor	AML
metaneighbor	HSC_PROG_LIKE	0.770491803	0.88031746	0.821751371	6300	0.894326105	HSC_PROG_LIKE	Tumour	AML
metaneighbor	MYELOID	0.559363154	0.969259065	0.70935487	3806	0.839686655	MYELOID	Immune	AML
metaneighbor	MYELOID_LIKE	0.971355499	0.421812528	0.588198854	4502	0.996787333	MYELOID_LIKE	Tumour	AML
ora	GMP	0.460554371	0.481605351	0.470844687	897	0.975945997	GMP	Stem/Progenitor	AML
ora	GMP_LIKE	0.553365058	0.267587114	0.360735653	3042	0.965221534	GMP_LIKE	Tumour	AML
ora	HSC_PROG	0.317143445	0.910218547	0.47039072	3386	0.642206287	HSC_PROG	Stem/Progenitor	AML
ora	HSC_PROG_LIKE	0	0	0	6300	1	HSC_PROG_LIKE	Tumour	AML
ora	MYELOID	0.587496169	0.503678403	0.542368086	3806	0.925746125	MYELOID	Immune	AML
ora	MYELOID_LIKE	0.471954761	0.68591737	0.559167044	4502	0.801789915	MYELOID_LIKE	Tumour	AML
adobo	GMP				897	1	GMP	Stem/Progenitor	AML
adobo	GMP_LIKE				3042	1	GMP_LIKE	Tumour	AML
adobo	HSC_PROG				3386	1	HSC_PROG	Stem/Progenitor	AML
adobo	HSC_PROG_LIKE				6300	1	HSC_PROG_LIKE	Tumour	AML
adobo	MYELOID				3806	1	MYELOID	Immune	AML
adobo	MYELOID_LIKE				4502	1	MYELOID_LIKE	Tumour	AML
adobo	Unknown				0	0			AML
sccatch	GMP				897	1	GMP	Stem/Progenitor	AML
sccatch	GMP_LIKE				3042	1	GMP_LIKE	Tumour	AML
sccatch	HSC_PROG				3386	1	HSC_PROG	Stem/Progenitor	AML
sccatch	HSC_PROG_LIKE				6300	1	HSC_PROG_LIKE	Tumour	AML
sccatch	MYELOID				3806	1	MYELOID	Immune	AML
sccatch	MYELOID_LIKE				4502	1	MYELOID_LIKE	Tumour	AML
sccatch	Unknown				0	0			AML
SVM	GMP	0.779116466	0.648829431	0.708029197	897	0.992156303	GMP	Stem/Progenitor	AML
SVM	GMP_LIKE	0.74991912	0.761998685	0.755910647	3042	0.959081044	GMP_LIKE	Tumour	AML
SVM	HSC_PROG	0.895359418	0.871825162	0.883435583	3386	0.981398609	HSC_PROG	Stem/Progenitor	AML
SVM	HSC_PROG_LIKE	0.866451514	0.894920635	0.880456001	6300	0.944412461	HSC_PROG_LIKE	Tumour	AML
SVM	MYELOID	0.894083465	0.889385181	0.891728135	3806	0.977878303	MYELOID	Immune	AML
SVM	MYELOID_LIKE	0.863263041	0.863838294	0.863550572	4502	0.964660662	MYELOID_LIKE	Tumour	AML
SVMrej	GMP	0.974431818	0.38238573	0.549239392	897	0.999572162	GMP	Stem/Progenitor	AML
SVMrej	GMP_LIKE	0.889790399	0.432610125	0.582172086	3042	0.991371553	GMP_LIKE	Tumour	AML
SVMrej	HSC_PROG	0.983846154	0.755463674	0.854660875	3386	0.997735483	HSC_PROG	Stem/Progenitor	AML
SVMrej	HSC_PROG_LIKE	0.944006469	0.741269841	0.830443674	6300	0.982281072	HSC_PROG_LIKE	Tumour	AML
SVMrej	MYELOID	0.965550547	0.787966369	0.867766204	3806	0.994097203	MYELOID	Immune	AML
SVMrej	MYELOID_LIKE	0.956809675	0.738116393	0.833354232	4502	0.991394642	MYELOID_LIKE	Tumour	AML
SVMrej	UNLABELED	0	0	0	0	0.727533853			AML
RF	GMP	0.914498141	0.274247492	0.421955403	897	0.998906636	GMP	Stem/Progenitor	AML
RF	GMP_LIKE	0.737529691	0.612426036	0.669181034	3042	0.964903923	GMP_LIKE	Tumour	AML
RF	HSC_PROG	0.907655338	0.780862374	0.839498333	3386	0.985496307	HSC_PROG	Stem/Progenitor	AML
RF	HSC_PROG_LIKE	0.741542625	0.956825397	0.835539538	6300	0.86560481	HSC_PROG_LIKE	Tumour	AML
RF	MYELOID	0.83903577	0.850499212	0.844728601	3806	0.965741711	MYELOID	Immune	AML
RF	MYELOID_LIKE	0.843086361	0.793647268	0.817620137	4502	0.961849578	MYELOID_LIKE	Tumour	AML
LDA	GMP	0.270531401	0.37458194	0.314165498	897	0.956930975	GMP	Stem/Progenitor	AML
LDA	GMP_LIKE	0.413567391	0.456936226	0.434171482	3042	0.895664602	GMP_LIKE	Tumour	AML
LDA	HSC_PROG	0.609788714	0.673360898	0.64	3386	0.921334987	HSC_PROG	Stem/Progenitor	AML
LDA	HSC_PROG_LIKE	0.683272658	0.566031746	0.619150968	6300	0.894262138	HSC_PROG_LIKE	Tumour	AML
LDA	MYELOID	0.669487307	0.70677877	0.687627812	3806	0.926739118	MYELOID	Immune	AML
LDA	MYELOID_LIKE	0.672944419	0.650821857	0.661698284	4502	0.918306465	MYELOID_LIKE	Tumour	AML
LDArej	GMP	0.272504092	0.371237458	0.314299198	897	0.957739114	GMP	Stem/Progenitor	AML
LDArej	GMP_LIKE	0.41509434	0.448389218	0.431099874	3042	0.89825843	GMP_LIKE	Tumour	AML
LDArej	HSC_PROG	0.613716454	0.668635558	0.64	3386	0.923168167	HSC_PROG	Stem/Progenitor	AML
LDArej	HSC_PROG_LIKE	0.684455657	0.55984127	0.615908496	6300	0.895989254	HSC_PROG_LIKE	Tumour	AML
LDArej	MYELOID	0.673748103	0.699947451	0.686597938	3806	0.928835439	MYELOID	Immune	AML
LDArej	MYELOID_LIKE	0.676265676	0.646823634	0.661217075	4502	0.920027537	MYELOID_LIKE	Tumour	AML
LDArej	UNLABELED	0	0	0	0	0.985273332			AML
NMC	GMP	0.255413659	0.512820513	0.340993328	897	0.936252139	GMP	Stem/Progenitor	AML
NMC	GMP_LIKE	0.407031035	0.487179487	0.443513392	3042	0.885712773	GMP_LIKE	Tumour	AML
NMC	HSC_PROG	0.430938346	0.798877732	0.559867536	3386	0.807408206	HSC_PROG	Stem/Progenitor	AML
NMC	HSC_PROG_LIKE	0.854166667	0.41	0.554054054	6300	0.971790443	HSC_PROG_LIKE	Tumour	AML
NMC	MYELOID	0.818236353	0.716763006	0.764145658	3806	0.966569206	MYELOID	Immune	AML
NMC	MYELOID_LIKE	0.775674274	0.66437139	0.715721464	4502	0.950375767	MYELOID_LIKE	Tumour	AML
kNN9	GMP	0.563593932	0.538461538	0.550741163	897	0.982220955	GMP	Stem/Progenitor	AML
kNN9	GMP_LIKE	0.562175458	0.676199869	0.613938218	3042	0.915197713	GMP_LIKE	Tumour	AML
kNN9	HSC_PROG	0.695238095	0.883933845	0.778312313	3386	0.929260797	HSC_PROG	Stem/Progenitor	AML
kNN9	HSC_PROG_LIKE	0.85735898	0.62968254	0.726091333	6300	0.957781616	HSC_PROG_LIKE	Tumour	AML
kNN9	MYELOID	0.832579186	0.773515502	0.801961318	3806	0.967341535	MYELOID	Immune	AML
kNN9	MYELOID_LIKE	0.730248535	0.802754331	0.764786795	4502	0.923412311	MYELOID_LIKE	Tumour	AML
ACTINN	GMP	0.810178817	0.656633222	0.725369458	897	0.993439817	GMP	Stem/Progenitor	AML
ACTINN	GMP_LIKE	0.725806452	0.784023669	0.753792668	3042	0.952305331	GMP_LIKE	Tumour	AML
ACTINN	HSC_PROG	0.903603326	0.866509155	0.884667571	3386	0.983123955	HSC_PROG	Stem/Progenitor	AML
ACTINN	HSC_PROG_LIKE	0.870653686	0.894285714	0.882311487	6300	0.946459413	HSC_PROG_LIKE	Tumour	AML
ACTINN	MYELOID	0.883416296	0.885969522	0.884691067	3806	0.975450985	MYELOID	Immune	AML
ACTINN	MYELOID_LIKE	0.861801596	0.839404709	0.850455722	4502	0.965234353	MYELOID_LIKE	Tumour	AML
scVI	GMP	0.843329253	0.768115942	0.803967328	897	0.993915193	GMP	Stem/Progenitor	AML
scVI	GMP_LIKE	0.81277533	0.849112426	0.830546624	3042	0.96850352	GMP_LIKE	Tumour	AML
scVI	HSC_PROG	0.935941938	0.875959835	0.904958047	3386	0.989054834	HSC_PROG	Stem/Progenitor	AML
scVI	HSC_PROG_LIKE	0.897561724	0.929047619	0.913033305	6300	0.957269878	HSC_PROG_LIKE	Tumour	AML
scVI	MYELOID	0.942106674	0.923541776	0.932731856	3806	0.988084073	MYELOID	Immune	AML
scVI	MYELOID_LIKE	0.91410228	0.917147934	0.915622575	4502	0.977740807	MYELOID_LIKE	Tumour	AML
Cell_BLAST	GMP	0.827586207	0.401337793	0.540540541	897	0.996434683	GMP	Stem/Progenitor	AML
Cell_BLAST	GMP_LIKE	0.752660707	0.581196581	0.655907995	3042	0.969244614	GMP_LIKE	Tumour	AML
Cell_BLAST	HSC_PROG	0.908756684	0.803012404	0.852618376	3386	0.985280638	HSC_PROG	Stem/Progenitor	AML
Cell_BLAST	HSC_PROG_LIKE	0.853701622	0.843809524	0.84872675	6300	0.941725836	HSC_PROG_LIKE	Tumour	AML
Cell_BLAST	MYELOID	0.775812892	0.714661061	0.743982495	3806	0.956639267	MYELOID	Immune	AML
Cell_BLAST	MYELOID_LIKE	0.786856128	0.688804976	0.734573019	4502	0.951809994	MYELOID_LIKE	Tumour	AML
Cell_BLAST	UNLABELED	0	0	0	0	0.886791593			AML
SingleCellNet	GMP	0.920913884	0.584169454	0.714870396	897	0.99786081	GMP	Stem/Progenitor	AML
SingleCellNet	GMP_LIKE	0.809721778	0.83234714	0.820878586	3042	0.96850352	GMP_LIKE	Tumour	AML
SingleCellNet	HSC_PROG	0.912520868	0.807147076	0.856605548	3386	0.985873726	HSC_PROG	Stem/Progenitor	AML
SingleCellNet	HSC_PROG_LIKE	0.847206221	0.933809524	0.888402295	6300	0.932130749	HSC_PROG_LIKE	Tumour	AML
SingleCellNet	MYELOID	0.856663223	0.871518655	0.86402709	3806	0.969382689	MYELOID	Immune	AML
SingleCellNet	MYELOID_LIKE	0.85924085	0.844735673	0.851926523	4502	0.964259079	MYELOID_LIKE	Tumour	AML
LAmbDA	GMP	0.489313836	0.484949833	0.48712206	897	0.97841795	GMP	Stem/Progenitor	AML
LAmbDA	GMP_LIKE	0.602904821	0.641354372	0.621535521	3042	0.931978191	GMP_LIKE	Tumour	AML
LAmbDA	HSC_PROG	0.819906791	0.72740697	0.770892019	3386	0.970830862	HSC_PROG	Stem/Progenitor	AML
LAmbDA	HSC_PROG_LIKE	0.767997625	0.821269841	0.793740891	6300	0.90001919	HSC_PROG_LIKE	Tumour	AML
LAmbDA	MYELOID	0.717828418	0.844193379	0.775899541	3806	0.93032493	MYELOID	Immune	AML
LAmbDA	MYELOID_LIKE	0.830130883	0.662150155	0.736686025	4502	0.965004876	MYELOID_LIKE	Tumour	AML
scPred	GMP	0.884681583	0.573021182	0.695534506	897	0.996814984	GMP	Stem/Progenitor	AML
scPred	GMP_LIKE	0.82124657	0.68869165	0.749150724	3042	0.975861521	GMP_LIKE	Tumour	AML
scPred	HSC_PROG	0.95499154	0.833431778	0.890080429	3386	0.992829029	HSC_PROG	Stem/Progenitor	AML
scPred	HSC_PROG_LIKE	0.906137184	0.876507937	0.891076327	6300	0.963410734	HSC_PROG_LIKE	Tumour	AML
scPred	MYELOID	0.943550663	0.878349974	0.909783644	3806	0.988966735	MYELOID	Immune	AML
scPred	MYELOID_LIKE	0.924365607	0.833407375	0.876533115	4502	0.9823877	MYELOID_LIKE	Tumour	AML
scPred	UNLABELED	0	0	0	0	0.901974194			AML
CaSTLe	GMP	0.776141384	0.587513935	0.668781726	897	0.992774292	GMP	Stem/Progenitor	AML
CaSTLe	GMP_LIKE	0.77980456	0.786982249	0.783376963	3042	0.964215764	GMP_LIKE	Tumour	AML
CaSTLe	HSC_PROG	0.916721097	0.829001772	0.870657568	3386	0.986251146	HSC_PROG	Stem/Progenitor	AML
CaSTLe	HSC_PROG_LIKE	0.851759895	0.925714286	0.8871986	6300	0.935073242	HSC_PROG_LIKE	Tumour	AML
CaSTLe	MYELOID	0.869379015	0.853389385	0.861309997	3806	0.973078833	MYELOID	Immune	AML
CaSTLe	MYELOID_LIKE	0.846221635	0.853176366	0.849684769	4502	0.9599564	MYELOID_LIKE	Tumour	AML
CHETAH	GMP	0.466666667	0.616499443	0.531219981	897	0.969956265	GMP	Stem/Progenitor	AML
CHETAH	GMP_LIKE	0.701986755	0.38330046	0.49585371	3042	0.973797046	GMP_LIKE	Tumour	AML
CHETAH	HSC_PROG	0.928927681	0.66007088	0.771754144	3386	0.99078018	HSC_PROG	Stem/Progenitor	AML
CHETAH	HSC_PROG_LIKE	0.912221281	0.513015873	0.656710353	6300	0.980106186	HSC_PROG_LIKE	Tumour	AML
CHETAH	MYELOID	0.847151899	0.703363111	0.768590296	3806	0.973354664	MYELOID	Immune	AML
CHETAH	MYELOID_LIKE	0.797619048	0.595290982	0.681760366	4502	0.960989043	MYELOID_LIKE	Tumour	AML
CHETAH	UNLABELED	0	0	0	0	0.698262892			AML
scID	GMP	0.06741168	0.208472687	0.101879597	897	0.877020346	GMP	Stem/Progenitor	AML
scID	GMP_LIKE	0.197564935	0.400065746	0.264507716	3042	0.738341009	GMP_LIKE	Tumour	AML
