cell,altA54lyze,ascend,bigScale,cellranger,cidr,countClust,monocle,pcaReduce,phenograph,raceid,rca,sc3,scran,seurat,sincera,tscan,truth,category
cy79_p4_CD45_neg_PDL1_neg_H11_S1151_comb,277,2,7,6,1,3,4,17,1,1,5,54,1,6,1,5,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_A02_S386_comb,223,2,7,6,1,3,4,17,3,11,5,54,2,6,1,12,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_A04_S388_comb,222,2,7,6,1,3,4,17,3,11,5,2,2,6,1,12,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_A05_S389_comb,278,2,7,6,1,3,5,17,1,1,17,2,1,6,1,5,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_A06_S390_comb,215,2,7,6,1,3,4,17,3,1,6,2,1,6,1,12,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_A08_S392_comb,224,2,7,6,1,3,4,17,3,11,5,54,2,6,1,12,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_A09_S393_comb,193,2,7,6,1,3,4,17,3,11,6,54,1,6,1,12,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_A11_S395_comb,278,2,7,6,1,3,5,17,1,1,17,2,1,6,1,12,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_A12_S396_comb,193,2,7,6,1,3,4,17,3,11,12,2,1,6,1,5,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_B01_S397_comb,256,2,7,6,1,3,4,17,1,1,5,2,1,6,1,12,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_B02_S398_comb,193,2,7,6,1,3,4,17,3,1,6,2,1,6,1,12,Endo,Endothelial.
cy79_p4_CD45_neg_PDL1_pos_B03_S399_comb,215,2,7,6,1,3,4,17,3,11,5,2,2,6,1,12,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_B04_S400_comb,33,2,7,6,1,5,2,11,13,2,5,2,2,6,1,10,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_B05_S401_comb,27,2,7,6,1,5,2,11,13,2,5,2,1,6,1,4,T.CD8,Immune
cy79_p4_CD45_neg_PDL1_pos_B06_S402_comb,36,2,7,6,1,3,2,11,13,2,5,2,2,6,1,10,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_B07_S403_comb,227,2,7,6,1,3,4,17,3,1,1,2,1,6,1,5,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_B08_S404_comb,227,2,7,6,1,3,4,17,3,2,1,54,1,6,1,12,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_B09_S405_comb,47,2,7,6,1,3,2,11,13,11,43,2,2,6,1,12,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_B10_S406_comb,264,2,7,6,1,3,4,17,1,1,5,54,1,6,1,12,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_B11_S407_comb,227,2,7,6,1,3,4,17,1,1,5,2,1,6,1,5,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_B12_S408_comb,227,2,7,6,1,3,4,11,1,1,5,2,1,6,1,5,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_C01_S409_comb,264,2,7,6,1,3,4,17,1,11,6,2,1,6,1,12,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_C02_S410_comb,215,2,7,6,1,3,4,17,3,1,5,2,1,6,1,12,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_C04_S412_comb,214,2,7,6,1,3,4,17,16,11,6,2,1,6,1,5,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_C05_S413_comb,254,2,7,6,1,3,4,17,1,11,48,2,1,6,1,5,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_C06_S414_comb,215,2,7,6,1,3,4,17,3,1,6,2,1,6,1,12,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_C07_S415_comb,264,2,7,6,1,3,4,17,1,11,5,2,1,6,1,12,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_C09_S417_comb,214,2,7,6,1,3,4,17,3,11,6,54,1,6,1,12,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_C10_S418_comb,234,2,7,6,1,3,4,9,3,11,5,54,1,6,1,2,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_C11_S419_comb,216,2,7,6,1,3,4,17,3,11,6,54,1,6,1,5,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_C12_S420_comb,164,2,7,6,1,3,4,11,13,11,43,54,1,6,1,5,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_D01_S421_comb,36,2,7,6,1,5,2,11,13,2,12,2,2,6,1,10,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_D02_S422_comb,226,2,7,6,1,3,4,17,3,11,5,2,1,6,1,5,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_D03_S423_comb,147,2,7,6,1,3,4,9,3,11,6,54,1,6,1,2,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_D05_S425_comb,193,2,7,6,1,3,4,17,3,11,0,2,1,6,1,5,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_D06_S426_comb,214,2,7,6,1,3,4,17,16,11,6,2,1,6,1,5,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_D08_S428_comb,164,2,7,6,1,3,2,17,16,11,5,2,2,6,1,12,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_D09_S429_comb,200,2,7,6,1,3,4,9,3,11,5,2,1,6,1,2,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_D10_S430_comb,277,2,7,6,1,3,4,17,1,1,5,2,1,6,1,5,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_D12_S432_comb,193,2,7,6,1,3,4,11,3,11,5,2,1,6,1,5,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_E02_S434_comb,214,2,7,6,1,3,4,17,3,1,6,2,1,6,1,12,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_E03_S435_comb,215,2,7,6,1,3,4,17,3,1,6,2,1,6,1,5,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_E04_S436_comb,97,2,7,6,1,3,4,11,13,11,6,54,1,6,1,5,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_E06_S438_comb,227,2,7,6,1,3,5,17,3,11,5,2,1,6,1,5,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_E07_S439_comb,227,2,7,6,1,3,4,11,3,11,5,2,1,6,1,5,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_E09_S441_comb,193,2,7,6,1,3,4,17,3,11,17,54,1,6,1,12,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_E10_S442_comb,215,2,7,6,1,3,4,17,3,11,5,2,1,6,1,12,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_E11_S443_comb,227,2,7,6,1,3,4,17,1,11,5,2,1,6,1,5,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_F01_S445_comb,193,2,7,6,1,3,5,13,3,1,12,2,2,6,1,20,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_F04_S448_comb,155,2,7,6,1,3,4,17,16,1,5,2,3,6,1,12,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_F05_S449_comb,214,2,7,6,1,3,4,17,16,11,12,54,2,6,1,5,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_F06_S450_comb,36,2,7,6,1,5,2,11,13,2,5,54,2,6,1,10,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_F08_S452_comb,164,2,7,6,1,3,5,13,13,11,6,2,3,6,1,12,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_F09_S453_comb,78,2,7,6,1,3,4,17,13,11,6,2,2,6,1,12,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_F10_S454_comb,78,2,7,6,1,3,4,17,13,11,5,54,2,6,1,12,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_F11_S455_comb,227,2,7,6,1,3,5,17,3,11,5,2,1,6,1,12,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_G01_S457_comb,75,2,7,6,1,3,5,13,13,11,39,2,3,6,1,12,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_G02_S458_comb,227,2,7,6,1,3,5,17,3,1,12,54,1,6,1,12,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_G03_S459_comb,227,2,7,6,1,3,5,17,3,1,6,2,1,6,1,12,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_G04_S460_comb,214,2,7,6,1,3,5,13,3,11,5,54,3,6,1,12,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_G08_S464_comb,193,2,7,6,1,3,5,13,3,1,6,2,2,6,1,12,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_G09_S465_comb,35,2,7,6,1,3,2,11,13,2,6,2,2,6,1,12,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_G10_S466_comb,193,2,7,6,1,3,5,17,3,11,0,2,1,6,1,5,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_H05_S473_comb,261,2,7,6,1,3,4,9,1,1,5,2,1,6,1,2,Mal,Tumour
cy79_p4_CD45_neg_PDL1_pos_H11_S479_comb,270,2,7,6,1,3,4,9,1,11,5,54,1,6,1,2,Mal,Tumour
cy79_p4_CD45_pos_PD1_pos_A02_S290_comb,181,2,1,7,5,1,11,18,16,2,15,34,1,4,3,4,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_A03_S291_comb,278,1,1,5,4,1,16,24,10,2,1,34,1,1,3,4,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_A04_S292_comb,279,1,1,4,5,1,11,18,6,2,1,34,1,2,3,4,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_A07_S295_comb,278,1,1,5,4,1,16,24,10,2,1,54,1,2,3,4,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_A08_S296_comb,234,1,1,4,5,1,12,18,14,2,2,30,1,2,3,4,T cell,Immune
cy79_p4_CD45_pos_PD1_pos_A09_S297_comb,279,1,1,4,5,1,11,18,6,2,2,54,1,2,3,4,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_A10_S298_comb,278,1,1,7,5,1,11,9,10,2,2,54,1,4,3,4,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_A11_S299_comb,164,2,1,7,5,1,11,18,13,2,2,30,1,4,3,4,T.CD4,Immune
cy79_p4_CD45_pos_PD1_pos_B01_S301_comb,234,1,1,4,5,1,10,9,14,2,1,37,1,5,3,4,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_B02_S302_comb,278,1,1,4,5,1,11,18,10,2,2,34,1,2,3,10,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_B03_S303_comb,234,2,1,7,5,1,11,18,14,2,15,34,1,4,3,10,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_B04_S304_comb,278,1,1,5,4,1,16,24,10,2,1,34,1,1,3,10,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_B05_S305_comb,279,1,1,7,5,1,11,18,6,2,3,34,1,2,3,10,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_B06_S306_comb,277,1,1,4,5,1,11,18,14,2,2,30,1,4,3,10,T.CD4,Immune
cy79_p4_CD45_pos_PD1_pos_B07_S307_comb,277,1,1,1,4,1,11,24,14,2,2,30,1,2,3,10,T cell,Immune
cy79_p4_CD45_pos_PD1_pos_B08_S308_comb,278,1,1,1,4,1,16,24,10,2,1,34,1,1,3,10,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_B09_S309_comb,278,1,1,4,5,1,11,18,10,2,47,34,1,2,3,4,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_B10_S310_comb,278,1,2,3,5,1,22,27,10,7,8,54,1,3,3,4,B cell,Immune
cy79_p4_CD45_pos_PD1_pos_B12_S312_comb,278,1,1,1,4,1,16,9,10,2,1,34,1,1,3,4,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_C01_S313_comb,279,1,1,5,4,1,16,24,6,11,1,54,1,1,3,10,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_C02_S314_comb,277,1,1,5,4,2,15,24,10,2,1,34,1,1,3,10,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_C03_S315_comb,243,1,1,5,4,1,16,24,14,2,1,34,1,1,3,10,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_C04_S316_comb,234,2,1,5,5,1,15,24,14,2,1,34,1,2,3,4,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_C05_S317_comb,277,1,1,9,5,1,46,18,10,6,1,38,1,2,3,7,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_C07_S319_comb,278,1,3,11,4,2,27,7,10,2,3,54,1,11,5,20,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_C08_S320_comb,233,2,2,3,5,1,20,15,14,2,1,54,1,3,3,4,B cell,Immune
cy79_p4_CD45_pos_PD1_pos_C09_S321_comb,278,1,1,5,5,1,16,24,10,2,2,34,1,2,3,10,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_C10_S322_comb,182,2,1,1,5,1,11,24,16,2,2,54,1,2,3,4,T.CD4,Immune
cy79_p4_CD45_pos_PD1_pos_C11_S323_comb,277,1,1,1,5,1,16,24,10,2,1,54,1,2,3,10,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_D01_S325_comb,278,1,1,4,5,1,10,18,10,2,1,54,1,5,3,4,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_D02_S326_comb,277,1,1,5,4,1,16,24,10,2,1,54,1,1,3,10,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_D03_S327_comb,277,1,1,4,5,1,18,18,14,2,2,34,1,2,3,4,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_D05_S329_comb,13,2,1,7,5,5,11,9,13,2,2,54,2,5,1,4,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_D06_S330_comb,278,1,1,4,5,1,11,18,10,2,3,30,1,2,3,10,T.CD4,Immune
cy79_p4_CD45_pos_PD1_pos_D07_S331_comb,277,1,1,1,4,2,15,24,10,2,1,54,1,1,3,10,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_D08_S332_comb,278,1,1,7,5,1,11,9,10,2,1,34,1,5,3,4,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_D09_S333_comb,278,1,1,1,4,1,16,24,10,2,1,34,1,1,3,4,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_D10_S334_comb,278,1,1,5,4,1,16,24,10,2,1,34,1,1,3,4,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_D11_S335_comb,277,1,1,5,4,1,15,24,10,2,1,54,1,1,3,10,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_E01_S337_comb,233,1,1,5,5,1,11,24,14,2,2,54,1,2,3,10,T.CD4,Immune
cy79_p4_CD45_pos_PD1_pos_E02_S338_comb,278,1,1,1,4,1,15,24,6,2,1,34,1,2,3,4,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_E03_S339_comb,278,1,1,7,5,1,11,18,10,2,1,34,1,5,3,10,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_E07_S343_comb,243,1,1,5,4,1,16,24,14,2,1,54,1,1,3,10,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_E08_S344_comb,279,1,1,5,4,1,16,24,8,8,1,34,1,1,3,10,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_E09_S345_comb,278,1,1,1,5,1,11,24,10,2,2,30,1,2,3,10,T cell,Immune
cy79_p4_CD45_pos_PD1_pos_E10_S346_comb,243,1,1,4,5,1,11,18,14,2,3,54,1,4,3,4,T cell,Immune
cy79_p4_CD45_pos_PD1_pos_E11_S347_comb,278,1,8,1,4,1,15,24,10,2,1,54,1,2,3,4,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_E12_S348_comb,278,1,1,1,4,1,16,24,10,2,1,34,1,1,3,4,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_F01_S349_comb,234,1,1,5,4,1,11,15,14,2,2,34,1,2,3,10,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_F02_S350_comb,184,1,1,4,5,1,18,18,14,2,3,54,1,2,3,4,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_F03_S351_comb,278,1,2,3,4,1,22,15,10,2,1,54,1,3,3,10,B cell,Immune
cy79_p4_CD45_pos_PD1_pos_F04_S352_comb,278,1,1,5,4,1,16,24,10,2,1,34,1,1,3,4,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_F05_S353_comb,277,1,1,1,4,1,16,24,10,2,1,34,1,1,3,4,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_F06_S354_comb,278,1,1,4,5,1,11,18,10,2,1,30,1,2,3,10,T.CD4,Immune
cy79_p4_CD45_pos_PD1_pos_F07_S355_comb,277,1,1,5,4,1,16,24,10,2,1,34,1,1,3,4,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_F09_S357_comb,278,1,1,1,4,2,16,24,10,2,1,54,1,1,3,10,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_F10_S358_comb,214,2,1,5,4,5,11,18,16,2,3,30,1,2,3,10,T.CD4,Immune
cy79_p4_CD45_pos_PD1_pos_F11_S359_comb,277,1,1,1,4,1,16,24,14,2,1,34,1,1,3,10,T cell,Immune
cy79_p4_CD45_pos_PD1_pos_F12_S360_comb,112,2,1,7,5,5,11,9,13,2,0,34,1,5,3,2,T.CD4,Immune
cy79_p4_CD45_pos_PD1_pos_G01_S361_comb,243,1,1,4,5,1,16,18,14,2,2,34,1,2,3,4,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_G02_S362_comb,233,1,1,5,5,1,16,15,14,2,1,34,2,2,3,10,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_G03_S363_comb,277,1,1,4,5,1,10,18,14,2,1,54,1,2,3,10,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_G04_S364_comb,243,1,1,4,4,1,16,24,14,2,1,34,1,2,3,10,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_G05_S365_comb,278,1,1,5,4,2,16,24,10,2,1,34,1,1,3,10,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_G06_S366_comb,278,1,1,1,5,1,18,24,10,2,1,34,1,2,3,10,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_G07_S367_comb,278,1,1,5,4,1,16,24,10,2,47,34,1,1,3,10,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_G08_S368_comb,278,1,1,1,4,1,16,24,10,2,1,54,1,1,3,10,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_G09_S369_comb,278,1,1,5,4,2,16,15,10,2,1,34,1,1,3,10,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_G10_S370_comb,277,1,1,1,4,1,16,24,14,2,1,34,1,1,3,4,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_G11_S371_comb,278,1,1,5,4,1,15,15,10,2,1,34,1,1,3,10,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_G12_S372_comb,227,1,1,1,4,1,16,24,3,2,1,34,1,1,3,4,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_H01_S373_comb,243,1,1,5,4,1,16,24,14,2,1,34,1,1,3,10,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_H02_S374_comb,234,2,1,1,4,1,11,15,14,2,2,30,1,2,3,10,T.CD4,Immune
cy79_p4_CD45_pos_PD1_pos_H03_S375_comb,278,1,1,1,4,1,16,24,10,2,1,34,1,1,3,4,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_H05_S377_comb,278,1,8,1,5,1,15,15,10,2,2,54,1,2,3,10,T cell,Immune
cy79_p4_CD45_pos_PD1_pos_H07_S379_comb,278,1,1,1,4,1,16,24,10,2,1,41,1,1,3,10,T.CD4,Immune
cy79_p4_CD45_pos_PD1_pos_H08_S380_comb,184,1,1,5,4,1,11,24,14,2,1,30,1,2,3,10,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_H09_S381_comb,234,1,1,5,4,1,16,24,14,2,1,54,1,1,3,10,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_H10_S382_comb,233,1,1,4,5,1,11,18,14,2,2,34,1,2,3,4,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_H11_S383_comb,277,1,1,5,4,1,16,24,10,2,1,54,1,1,3,10,T.CD8,Immune
cy79_p4_CD45_pos_PD1_pos_H12_S384_comb,237,1,1,1,5,1,16,9,14,2,1,54,1,2,3,2,T cell,Immune
cy79_p5_CD45_neg_PDL1_neg_A02_S770_comb,196,2,7,6,1,3,2,11,3,11,5,2,1,6,1,4,Mal,Tumour
cy79_p5_CD45_neg_PDL1_neg_A03_S771_comb,216,2,7,6,1,3,4,17,3,1,6,2,1,6,1,5,Mal,Tumour
cy79_p5_CD45_neg_PDL1_neg_A05_S773_comb,254,2,7,6,1,3,4,11,1,1,12,2,1,6,1,5,Mal,Tumour
cy79_p5_CD45_neg_PDL1_neg_A07_S775_comb,282,3,8,8,2,3,19,11,2,4,6,2,1,6,1,10,Mal,Tumour
cy79_p5_CD45_neg_PDL1_neg_A08_S776_comb,256,2,7,6,1,3,4,17,1,1,42,54,1,6,1,5,Mal,Tumour
cy79_p5_CD45_neg_PDL1_neg_A09_S777_comb,200,2,7,6,1,3,4,11,3,11,12,2,1,6,1,5,Mal,Tumour
cy79_p5_CD45_neg_PDL1_neg_A10_S778_comb,208,2,7,6,1,3,2,11,3,11,5,2,1,6,1,4,Mal,Tumour
cy79_p5_CD45_neg_PDL1_neg_A11_S779_comb,215,2,7,6,1,3,5,11,3,1,67,54,1,6,1,4,Mal,Tumour
cy79_p5_CD45_neg_PDL1_neg_A12_S780_comb,254,2,7,6,1,3,4,11,1,1,6,54,1,6,1,5,Mal,Tumour
cy79_p5_CD45_neg_PDL1_neg_B04_S784_comb,244,2,7,6,1,3,2,11,3,11,5,54,1,6,1,4,Mal,Tumour
cy79_p5_CD45_neg_PDL1_neg_B07_S787_comb,216,2,7,6,1,3,4,11,3,1,0,54,1,6,1,5,Mal,Tumour
cy79_p5_CD45_neg_PDL1_neg_B11_S791_comb,217,2,7,6,1,3,4,11,3,11,0,2,1,6,1,5,Mal,Tumour
cy79_p5_CD45_neg_PDL1_neg_B12_S792_comb,279,3,7,6,1,3,4,11,5,3,12,54,1,6,1,5,Mal,Tumour
cy79_p5_CD45_neg_PDL1_neg_C02_S794_comb,244,2,7,6,1,3,4,17,3,1,5,2,1,6,1,5,Mal,Tumour
cy79_p5_CD45_neg_PDL1_neg_C03_S795_comb,251,2,7,6,1,3,4,11,1,11,6,54,1,6,1,5,Mal,Tumour
cy79_p5_CD45_neg_PDL1_neg_C04_S796_comb,216,2,7,6,1,3,4,11,3,1,5,2,1,6,1,12,Endo,Endothelial.
cy79_p5_CD45_neg_PDL1_neg_C09_S801_comb,245,2,7,6,1,3,2,11,3,11,6,54,1,6,1,5,Mal,Tumour
cy79_p5_CD45_neg_PDL1_neg_C12_S804_comb,216,2,7,6,1,3,4,11,3,1,6,2,1,6,1,5,Mal,Tumour
cy79_p5_CD45_neg_PDL1_neg_D02_S806_comb,254,2,7,6,1,3,4,17,1,11,6,2,1,6,1,5,Mal,Tumour
cy79_p5_CD45_neg_PDL1_neg_D03_S807_comb,278,2,7,6,1,3,2,11,1,11,5,54,1,6,1,4,Mal,Tumour
cy79_p5_CD45_neg_PDL1_neg_D04_S808_comb,254,2,7,6,1,3,2,11,1,1,5,2,1,6,1,5,Mal,Tumour
cy79_p5_CD45_neg_PDL1_neg_D05_S809_comb,280,2,7,6,1,3,4,11,5,1,5,54,1,6,1,2,Mal,Tumour
cy79_p5_CD45_neg_PDL1_neg_D07_S811_comb,280,2,7,6,1,3,4,11,5,3,5,2,1,6,1,5,Mal,Tumour
cy79_p5_CD45_neg_PDL1_neg_D08_S812_comb,200,2,7,6,1,3,4,17,3,11,5,2,1,6,1,5,Mal,Tumour
cy79_p5_CD45_neg_PDL1_neg_D10_S814_comb,254,2,7,6,1,3,4,11,1,1,5,2,1,6,1,5,Mal,Tumour
cy79_p5_CD45_neg_PDL1_neg_E02_S818_comb,279,2,7,6,1,3,4,11,5,1,5,2,1,6,1,5,Mal,Tumour
cy79_p5_CD45_neg_PDL1_neg_E03_S819_comb,206,2,7,6,1,3,4,17,3,11,5,2,1,6,1,5,Mal,Tumour
cy79_p5_CD45_neg_PDL1_neg_E04_S820_comb,282,2,7,6,1,3,4,11,2,14,5,54,1,6,1,5,Mal,Tumour
cy79_p5_CD45_neg_PDL1_neg_E06_S822_comb,281,2,7,6,1,3,4,17,12,3,5,54,1,6,1,5,Mal,Tumour
cy79_p5_CD45_neg_PDL1_neg_F02_S830_comb,280,3,7,6,1,3,4,11,5,3,10,2,1,6,1,5,Mal,Tumour
cy79_p5_CD45_neg_PDL1_neg_F04_S832_comb,227,2,7,6,1,3,2,11,3,11,6,2,2,6,1,20,Mal,Tumour
cy79_p5_CD45_neg_PDL1_neg_F05_S833_comb,278,2,7,6,1,3,5,11,1,1,5,2,1,6,1,5,Mal,Tumour
cy79_p5_CD45_neg_PDL1_neg_F08_S836_comb,59,2,7,6,1,5,2,9,13,2,48,2,1,6,1,2,Mal,Tumour
cy79_p5_CD45_neg_PDL1_neg_F09_S837_comb,211,2,7,6,1,3,4,11,3,11,5,2,1,6,1,5,Mal,Tumour
cy79_p5_CD45_neg_PDL1_neg_F10_S838_comb,254,2,7,6,1,3,4,9,1,11,0,2,1,6,1,2,Mal,Tumour
cy79_p5_CD45_neg_PDL1_neg_F11_S839_comb,279,2,7,6,1,3,5,17,5,3,5,2,1,6,1,12,Mal,Tumour
cy79_p5_CD45_neg_PDL1_neg_G01_S841_comb,284,3,8,6,2,4,19,28,4,14,6,2,1,6,1,12,Mal,Tumour
cy79_p5_CD45_neg_PDL1_neg_G02_S842_comb,216,2,7,6,1,3,5,17,3,11,39,2,1,6,1,12,Mal,Tumour
cy79_p5_CD45_neg_PDL1_neg_G03_S843_comb,40,2,7,6,1,3,2,11,13,11,10,2,1,6,1,4,Mal,Tumour
cy79_p5_CD45_neg_PDL1_neg_G04_S844_comb,201,2,7,6,1,3,2,11,3,11,6,2,1,6,1,4,Mal,Tumour
cy79_p5_CD45_neg_PDL1_neg_G07_S847_comb,43,2,7,6,1,3,2,11,13,2,5,2,1,6,1,10,Mal,Tumour
cy79_p5_CD45_neg_PDL1_neg_G08_S848_comb,216,2,7,6,1,3,4,17,3,11,6,54,1,6,1,12,Mal,Tumour
cy79_p5_CD45_neg_PDL1_neg_G09_S849_comb,256,2,7,6,1,3,4,17,1,1,5,2,1,6,1,12,Mal,Tumour
cy79_p5_CD45_neg_PDL1_neg_H05_S857_comb,200,2,7,6,1,3,4,11,3,11,5,2,1,6,1,5,Mal,Tumour
cy79_p5_CD45_neg_PDL1_neg_H06_S858_comb,205,2,7,6,1,3,4,17,3,11,5,2,1,6,1,12,Mal,Tumour
cy79_p5_CD45_neg_PDL1_neg_H07_S859_comb,255,2,7,6,1,3,5,13,1,1,0,2,2,6,1,12,Mal,Tumour
cy79_p5_CD45_neg_PDL1_neg_H08_S860_comb,244,2,7,6,1,3,4,17,3,1,5,54,1,6,1,12,Mal,Tumour
