Unnamed: 0,cell,seurat,ascend,cellRanger,cidr,clue,countClust,RaceID,rca,SAFE,SAME_AIC,SAME_BIC,sc3,scran,seurat_y,simlr,truth,tscan,paper
2066,cy79_p3_CD45_neg_PDL1_neg_H04_S280_comb,4,2,5,6,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
2067,cy79_p3_CD45_neg_PDL1_neg_F09_S261_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
2068,cy79_p3_CD45_neg_PDL1_neg_F08_S260_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
2069,cy79_p3_CD45_pos_PD1_neg_E04_S148_comb,1,1,2,4,10,1,179,2,2,18,10,5,3,1,14,T Cell,1,2
2070,cy79_p3_CD45_neg_PDL1_neg_G03_S267_comb,4,2,5,6,6,2,7,1,8,3,11,4,6,4,6,Melanoma,2,1
2071,cy79_p3_CD45_pos_PD1_neg_G01_S169_comb,3,1,4,1,11,1,622,4,3,10,14,1,4,3,7,B Cell,1,3
2072,cy79_p3_CD45_neg_PDL1_neg_H10_S286_comb,4,2,5,6,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
2073,cy79_p3_CD45_neg_PDL1_neg_C07_S223_comb,4,2,5,6,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
2074,cy79_p3_CD45_pos_PD1_neg_C02_S122_comb,3,1,4,1,11,1,921,4,3,10,14,1,4,3,7,B Cell,1,3
2075,cy79_p3_CD45_pos_PD1_neg_B10_S118_comb,3,1,4,1,11,3,527,4,3,7,12,1,4,3,7,B Cell,3,3
2076,cy79_p3_CD45_neg_PDL1_neg_D09_S237_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
2077,cy79_p3_CD45_neg_PDL1_neg_E05_S245_comb,4,2,5,6,6,2,666,6,6,3,11,4,5,4,6,Melanoma,2,1
2078,cy79_p3_CD45_neg_PDL1_neg_B11_S215_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
2079,cy79_p3_CD45_pos_PD1_neg_E09_S153_comb,2,1,2,2,1,3,1534,3,1,9,15,15,1,2,14,NK,3,7
2080,cy79_p3_CD45_neg_PDL1_neg_A07_S199_comb,4,2,6,6,6,2,2662,6,8,15,11,4,3,2,6,Melanoma,2,1
2081,cy79_p3_CD45_pos_PD1_neg_C06_S126_comb,3,1,4,1,11,3,614,4,3,7,12,1,4,3,7,B Cell,3,3
2082,cy79_p3_CD45_neg_PDL1_neg_B06_S210_comb,4,2,5,6,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
2083,cy79_p3_CD45_pos_PD1_neg_F09_S165_comb,1,1,2,4,10,1,304,2,2,18,10,5,3,1,14,T Cell,1,2
2084,cy79_p3_CD45_neg_PDL1_neg_F07_S259_comb,4,2,5,6,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
2085,cy79_p3_CD45_pos_PD1_neg_C11_S131_comb,3,1,4,1,11,1,1936,4,3,10,14,1,4,3,7,B Cell,1,3
2086,cy79_p3_CD45_pos_PD1_neg_E11_S155_comb,3,1,4,1,11,1,623,4,3,10,14,1,4,3,7,B Cell,1,3
2087,cy79_p3_CD45_neg_PDL1_neg_A11_S203_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
2088,cy79_p3_CD45_pos_PD1_neg_F03_S159_comb,3,1,4,1,11,3,365,4,3,7,12,1,4,3,7,B Cell,3,3
2089,cy79_p3_CD45_neg_PDL1_neg_B03_S207_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
2090,cy79_p3_CD45_pos_PD1_neg_F01_S157_comb,3,1,4,1,11,1,239,4,3,10,14,1,4,3,7,B Cell,1,3
2091,cy79_p3_CD45_pos_PD1_neg_B12_S120_comb,3,1,4,1,11,1,209,4,3,10,14,1,4,3,7,B Cell,1,3
2092,cy79_p3_CD45_neg_PDL1_neg_E01_S241_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
2093,cy79_p3_CD45_pos_PD1_neg_C07_S127_comb,3,1,4,1,11,3,952,4,3,7,12,1,4,3,7,B Cell,3,3
2094,cy79_p3_CD45_neg_PDL1_neg_C10_S226_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
2095,cy79_p3_CD45_neg_PDL1_neg_C09_S225_comb,4,2,5,4,6,2,287,0,8,3,11,4,5,4,6,Melanoma,2,1
2096,cy79_p3_CD45_neg_PDL1_neg_B09_S213_comb,4,2,5,6,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
2097,cy79_p3_CD45_neg_PDL1_neg_H02_S278_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
2098,cy79_p3_CD45_neg_PDL1_neg_C02_S218_comb,4,2,5,6,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
2099,cy79_p3_CD45_pos_PD1_neg_A05_S101_comb,3,1,4,1,11,1,762,4,3,10,14,1,4,3,7,B Cell,1,3
2100,cy79_p3_CD45_pos_PD1_neg_C09_S129_comb,1,1,2,4,10,3,340,2,2,18,10,5,3,1,14,T Cell,3,2
2101,cy79_p3_CD45_neg_PDL1_neg_G02_S266_comb,4,2,5,6,6,2,7,6,8,3,11,4,6,4,6,Melanoma,2,1
2102,cy79_p3_CD45_pos_PD1_neg_G10_S178_comb,3,1,4,1,11,1,213,4,3,10,14,1,4,3,7,B Cell,1,3
2103,cy79_p3_CD45_pos_PD1_neg_E05_S149_comb,3,1,4,1,11,1,558,4,3,10,14,1,4,3,7,B Cell,1,3
2104,cy79_p3_CD45_neg_PDL1_neg_B07_S211_comb,4,2,5,6,6,2,7,6,6,3,11,4,5,4,6,Melanoma,2,1
2105,cy79_p3_CD45_neg_PDL1_neg_G06_S270_comb,4,2,5,6,6,2,7,6,8,3,11,4,6,4,6,Melanoma,2,1
2106,cy79_p3_CD45_neg_PDL1_neg_H06_S282_comb,4,2,5,6,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
2107,cy79_p3_CD45_neg_PDL1_neg_F03_S255_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
2108,cy79_p3_CD45_pos_PD1_neg_B11_S119_comb,3,1,4,1,11,1,342,4,3,10,14,1,4,3,7,B Cell,1,3
2109,cy79_p3_CD45_pos_PD1_neg_A09_S105_comb,3,1,4,1,11,3,376,4,3,7,12,1,4,3,7,B Cell,3,3
2110,cy79_p3_CD45_neg_PDL1_neg_G12_S276_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
2111,cy79_p3_CD45_pos_PD1_neg_G02_S170_comb,3,1,4,7,11,3,1,4,3,7,12,1,1,3,7,Melanoma,3,1
2112,cy79_p3_CD45_neg_PDL1_neg_C03_S219_comb,4,2,5,6,6,2,738,6,8,3,11,4,6,4,6,Melanoma,2,1
2113,cy79_p3_CD45_neg_PDL1_neg_H05_S281_comb,4,2,5,6,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
2114,cy79_p3_CD45_neg_PDL1_neg_E11_S251_comb,4,2,5,6,6,2,7,6,6,3,11,4,5,4,6,Melanoma,2,1
2115,cy79_p3_CD45_neg_PDL1_neg_H01_S277_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
2116,cy79_p3_CD45_pos_PD1_neg_G03_S171_comb,3,1,4,1,11,1,1894,4,3,10,14,1,4,3,7,Melanoma,1,1
2117,cy79_p3_CD45_pos_PD1_neg_G09_S177_comb,3,1,4,1,11,1,1,4,3,10,14,1,4,3,7,B Cell,1,3
2118,cy79_p3_CD45_pos_PD1_neg_G06_S174_comb,3,1,4,1,11,1,1,4,3,10,14,1,4,3,7,B Cell,1,3
2119,cy79_p3_CD45_neg_PDL1_neg_C01_S217_comb,4,2,5,6,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
2120,cy79_p3_CD45_pos_PD1_neg_F12_S168_comb,1,1,2,4,10,1,1344,2,2,18,10,5,3,1,14,T Cell,1,2
2121,cy79_p3_CD45_pos_PD1_neg_E07_S151_comb,1,1,2,4,10,1,841,2,2,4,10,5,3,2,14,T Cell,1,2
2122,cy79_p3_CD45_pos_PD1_neg_C10_S130_comb,3,1,4,1,11,3,320,4,3,7,12,1,4,3,7,B Cell,3,3
2123,cy79_p3_CD45_pos_PD1_neg_F08_S164_comb,3,1,4,1,11,1,364,4,3,10,14,1,4,3,7,B Cell,1,3
2124,cy79_p3_CD45_pos_PD1_neg_E02_S146_comb,1,1,2,4,10,1,741,2,2,18,10,5,3,1,14,T Cell,1,2
2125,cy79_p3_CD45_neg_PDL1_neg_H07_S283_comb,4,2,5,6,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
2126,cy79_p3_CD45_neg_PDL1_neg_D08_S236_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
2127,cy79_p3_CD45_neg_PDL1_neg_H11_S287_comb,4,2,5,6,6,2,7,1,8,3,11,4,6,4,6,Melanoma,2,1
2128,cy79_p3_CD45_neg_PDL1_neg_G08_S272_comb,4,2,5,6,6,2,7,6,8,3,11,4,6,4,6,Melanoma,2,1
2129,cy79_p3_CD45_neg_PDL1_neg_F02_S254_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
2130,cy79_p3_CD45_pos_PD1_neg_E08_S152_comb,1,1,2,4,10,1,991,2,2,18,10,5,3,1,14,T Cell,1,2
2131,cy79_p3_CD45_neg_PDL1_neg_D07_S235_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
2132,cy79_p3_CD45_pos_PD1_neg_E10_S154_comb,3,1,4,1,11,3,491,4,3,7,12,1,4,3,7,B Cell,3,3
2133,cy79_p3_CD45_neg_PDL1_neg_D05_S233_comb,4,2,5,6,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
2134,cy79_p3_CD45_neg_PDL1_neg_E12_S252_comb,4,2,5,6,6,2,7,6,8,3,11,4,6,4,6,Melanoma,2,1
2135,cy79_p3_CD45_neg_PDL1_neg_B10_S214_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
2136,cy79_p3_CD45_neg_PDL1_neg_B08_S212_comb,4,2,5,6,6,2,406,1,8,3,11,4,5,4,6,Melanoma,2,1
2137,cy79_p3_CD45_neg_PDL1_neg_E06_S246_comb,4,2,5,6,6,2,104,6,8,3,11,4,6,4,6,Melanoma,2,1
2138,cy79_p3_CD45_pos_PD1_neg_A04_S100_comb,3,1,4,1,11,1,480,4,3,10,14,1,4,3,7,B Cell,1,3
2139,cy79_p3_CD45_pos_PD1_neg_A07_S103_comb,1,1,2,4,10,1,425,2,2,18,10,5,3,1,14,T Cell,1,2
2140,cy79_p3_CD45_pos_PD1_neg_G11_S179_comb,3,1,4,1,11,1,903,4,3,10,14,1,4,3,7,B Cell,1,3
2141,cy79_p3_CD45_pos_PD1_neg_E06_S150_comb,1,1,2,5,10,1,1295,2,2,18,10,5,3,1,14,T Cell,1,2
2142,cy79_p3_CD45_neg_PDL1_neg_G01_S265_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
2143,cy79_p3_CD45_neg_PDL1_neg_C04_S220_comb,4,2,5,6,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
2144,cy79_p3_CD45_neg_PDL1_neg_F11_S263_comb,4,2,5,3,6,2,7,18,8,3,11,4,5,4,6,Melanoma,2,1
2145,cy79_p3_CD45_neg_PDL1_neg_F10_S262_comb,4,2,5,6,6,2,7,6,8,3,11,4,6,4,6,Melanoma,2,1
2146,cy79_p3_CD45_neg_PDL1_neg_D01_S229_comb,4,2,5,6,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
2147,cy79_p3_CD45_neg_PDL1_neg_E02_S242_comb,4,2,5,6,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
2148,cy79_p3_CD45_neg_PDL1_neg_D11_S239_comb,4,2,5,6,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
2149,cy79_p3_CD45_neg_PDL1_neg_F05_S257_comb,4,2,5,6,6,2,407,6,8,3,11,4,6,4,6,Melanoma,2,1
2150,cy79_p3_CD45_neg_PDL1_neg_E07_S247_comb,4,2,5,6,6,2,307,6,8,3,11,4,6,4,6,Melanoma,2,1
2151,cy79_p3_CD45_pos_PD1_neg_G07_S175_comb,3,1,4,1,11,1,1,4,3,10,14,1,4,3,7,B Cell,1,3
2152,cy79_p3_CD45_pos_PD1_neg_G04_S172_comb,3,1,4,7,11,1,798,4,3,10,14,1,4,3,7,B Cell,1,3
2153,cy79_p3_CD45_neg_PDL1_neg_D12_S240_comb,4,2,5,6,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
2154,cy79_p3_CD45_pos_PD1_neg_A10_S106_comb,1,1,2,4,10,1,403,2,2,18,10,5,3,1,14,T Cell,1,2
2155,cy79_p3_CD45_neg_PDL1_neg_B01_S205_comb,4,2,5,6,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
2156,cy79_p3_CD45_neg_PDL1_neg_A12_S204_comb,14,2,9,7,3,5,122,8,7,21,6,25,6,12,12,Endothelial,5,5
2157,cy79_p3_CD45_pos_PD1_neg_C05_S125_comb,3,1,4,1,11,1,569,4,3,10,14,1,4,3,7,B Cell,1,3
2158,cy79_p3_CD45_neg_PDL1_neg_C12_S228_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
2159,cy79_p3_CD45_pos_PD1_neg_G05_S173_comb,3,1,4,1,11,1,1,4,3,10,14,1,4,3,7,B Cell,1,3
2160,cy79_p3_CD45_neg_PDL1_neg_G05_S269_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
2161,cy79_p3_CD45_neg_PDL1_neg_G10_S274_comb,4,2,5,6,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
2162,cy79_p3_CD45_neg_PDL1_neg_D02_S230_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
2163,cy79_p3_CD45_neg_PDL1_neg_B12_S216_comb,4,2,5,3,6,2,7,1,8,3,11,4,5,4,6,Melanoma,2,1
2164,cy79_p3_CD45_pos_PD1_neg_G12_S180_comb,3,1,4,1,11,1,1165,4,3,10,14,1,4,3,7,B Cell,1,3
2165,cy79_p3_CD45_neg_PDL1_neg_A09_S201_comb,4,2,5,6,6,2,7,1,8,3,11,4,6,4,6,Melanoma,2,1
2166,cy79_p3_CD45_pos_PD1_neg_F05_S161_comb,3,1,4,1,11,3,1,4,3,7,12,1,4,3,7,B Cell,3,3
2167,Cy59_10,6,2,3,6,6,2,15,1,8,17,3,24,6,5,15,Melanoma,2,1
2168,Cy59_11,6,2,3,6,5,2,15,9,8,17,3,24,6,5,15,Melanoma,2,1
2169,Cy59_13,6,2,3,3,12,2,15,6,8,17,3,24,6,5,15,Melanoma,2,1
2170,Cy59_14,6,2,3,6,12,2,15,6,8,17,3,24,6,5,15,Melanoma,2,1
2171,Cy59_16,15,2,3,6,3,5,6,12,7,19,6,24,6,13,12,CAF,5,6
2172,Cy59_18,15,2,3,6,3,5,6,12,7,19,6,24,6,13,12,CAF,5,6
2173,Cy59_1,6,2,3,6,6,2,15,1,8,17,3,24,6,5,15,Melanoma,2,1
2174,Cy59_20,6,2,3,3,6,2,15,1,8,17,3,24,6,5,15,Melanoma,2,1
2175,Cy59_21,6,2,3,6,12,2,15,6,8,17,3,24,6,5,15,Melanoma,2,1
2176,Cy59_23,6,2,3,6,6,2,15,9,8,17,3,24,6,5,15,Melanoma,2,1
2177,Cy59_25,6,2,3,6,6,2,15,1,8,17,3,24,6,5,15,Melanoma,2,1
2178,Cy59_26,6,2,3,6,12,2,15,6,8,17,3,24,6,5,15,Melanoma,2,1
2179,Cy59_27,6,2,3,6,6,2,15,1,8,17,3,24,6,5,15,Melanoma,2,1
2180,Cy59_28,8,2,3,6,6,2,8,1,8,17,3,24,6,9,15,Melanoma,2,1
2181,Cy59_2,15,2,3,6,3,5,6,12,7,19,6,24,6,13,12,CAF,5,6
2182,Cy59_30,8,2,3,6,6,2,15,9,8,17,3,24,6,9,15,Melanoma,2,1
2183,Cy59_32,6,2,3,6,12,2,15,6,8,17,3,24,6,5,15,Melanoma,2,1
2184,Cy59_33,6,2,3,6,6,2,15,1,8,17,3,24,6,5,15,Melanoma,2,1
2185,Cy59_35,6,2,3,6,12,2,2237,6,8,17,3,24,6,5,15,Melanoma,2,1
2186,Cy59_36,6,2,3,6,6,2,2,1,8,17,3,24,6,5,15,Melanoma,2,1
2187,Cy59_38,8,2,3,3,6,2,15,9,8,17,3,24,6,9,15,Melanoma,2,1
2188,Cy59_39,6,2,3,6,6,2,15,1,8,17,3,24,6,5,15,Melanoma,2,1
2189,Cy59_40,6,2,3,6,6,2,15,1,8,17,3,24,6,5,15,Melanoma,2,1
2190,Cy59_41,6,2,3,6,12,2,15,9,8,17,3,24,6,5,15,Melanoma,2,1
2191,Cy59_42,6,2,3,6,6,2,15,1,8,17,3,24,6,5,15,Melanoma,2,1
2192,Cy59_44,6,2,3,6,12,2,2,6,8,17,3,24,6,5,15,Melanoma,2,1
2193,Cy59_45,6,2,3,6,12,2,15,6,8,17,3,24,6,5,15,Melanoma,2,1
2194,Cy59_4,8,2,3,6,3,2,8,9,8,17,3,24,6,9,15,Melanoma,2,1
2195,Cy59_52,15,2,3,6,3,5,6,12,7,19,6,24,6,13,12,CAF,5,6
2196,Cy59_53,6,2,3,6,6,2,15,1,8,17,3,24,6,5,15,Melanoma,2,1
2197,Cy59_55,15,2,3,6,3,5,6,12,7,19,6,24,6,13,12,CAF,5,6
2198,Cy59_57,6,2,3,6,12,2,15,6,8,17,3,24,6,5,15,Melanoma,2,1
2199,Cy59_59,6,2,3,6,6,2,15,1,8,17,3,24,6,5,15,Melanoma,2,1
2200,Cy59_5,6,2,3,6,12,2,15,6,8,17,3,24,6,5,15,Melanoma,2,1
2201,Cy59_60,6,2,3,6,6,2,15,1,8,17,3,24,6,5,15,Melanoma,2,1
2202,Cy59_61,6,2,3,6,6,2,15,1,8,17,3,24,6,5,15,Melanoma,2,1
2203,Cy59_64,6,2,3,6,6,2,15,9,8,17,3,24,6,5,15,Melanoma,2,1
2204,Cy59_67,6,2,3,6,6,2,15,1,8,17,3,24,6,5,15,Melanoma,2,1
2205,Cy59_69,6,2,3,6,12,2,15,6,8,17,3,24,6,5,15,Melanoma,2,1
2206,Cy59_70,6,2,3,6,6,2,15,9,8,17,3,24,6,5,15,Melanoma,2,1
2207,Cy59_71,6,2,3,6,6,2,15,1,8,17,3,24,6,5,15,Melanoma,2,1
2208,Cy59_72,15,2,3,3,6,2,15,1,8,17,3,24,6,13,12,Melanoma,2,1
2209,Cy59_73,6,2,3,3,6,2,15,1,8,17,3,24,6,5,15,Melanoma,2,1
2210,Cy59_75,6,2,3,6,6,2,15,1,8,17,3,24,6,5,15,Melanoma,2,1
2211,Cy59_76,6,2,3,6,12,2,2,6,8,17,3,24,6,5,15,Melanoma,2,1
2212,Cy59_77,6,2,3,6,6,2,15,1,8,17,3,24,6,5,15,Melanoma,2,1
2213,Cy59_78,6,2,3,6,6,2,15,1,8,17,3,24,6,5,15,Melanoma,2,1
2214,Cy59_79,6,2,3,6,6,2,15,1,8,17,3,24,6,5,15,Melanoma,2,1
2215,Cy59_7,15,2,3,6,3,5,831,12,7,19,6,24,6,13,12,CAF,5,6
2216,Cy59_81,6,2,3,6,6,2,15,1,8,17,3,24,6,5,15,Melanoma,2,1
2217,Cy59_82,6,2,3,6,6,2,15,1,8,17,3,24,6,5,15,Melanoma,2,1
2218,Cy59_83,9,2,7,7,8,3,5,5,5,5,7,22,7,7,13,Macrophage,3,4
2219,Cy59_85,6,2,3,3,6,2,15,1,8,17,3,24,6,5,15,Melanoma,2,1
2220,Cy59_86,6,2,3,6,6,2,15,1,8,17,3,24,6,5,15,Melanoma,2,1
2221,Cy59_88,6,2,3,6,6,2,15,1,8,17,3,24,6,5,15,Melanoma,2,1
2222,Cy59_89,6,2,3,6,6,2,15,9,8,17,3,24,6,5,15,Melanoma,2,1
2223,Cy59_90,6,2,3,6,6,2,98,1,8,17,3,24,6,5,15,Melanoma,2,1
2224,Cy59_92,6,2,3,6,6,2,15,1,8,17,3,24,6,5,15,Melanoma,2,1
2225,Cy59_93,6,2,3,6,12,2,960,6,8,17,3,24,6,5,15,Melanoma,2,1
2226,Cy59_94,6,2,3,6,12,2,15,6,8,17,3,24,6,5,15,Melanoma,2,1
2227,Cy59_95,15,2,3,6,3,5,732,12,7,19,6,24,6,13,12,CAF,5,6
2228,Cy59_96,6,2,3,3,6,2,15,1,8,17,3,24,6,5,15,Melanoma,2,1
2229,Cy67_CD45pos_S2_A10_S10,16,1,6,1,9,1,2358,4,3,22,8,3,8,6,9,B Cell,1,3
2230,Cy67_CD45pos_S2_A11_S11,10,1,6,2,9,1,2603,7,4,22,8,17,8,6,9,T Cell,1,2
2231,Cy67_CD45pos_S2_A12_S12,5,1,1,4,10,3,2063,2,1,20,15,13,1,2,14,T Cell,3,2
2232,Cy67_CD45pos_S2_A2_S2,10,1,6,4,9,1,2693,7,4,22,8,18,8,6,9,T Cell,1,2
2233,Cy67_CD45pos_S2_A3_S3,10,1,6,4,9,1,2104,3,4,22,8,17,8,6,9,T Cell,1,2
2234,Cy67_CD45pos_S2_A5_S5,16,1,6,1,9,1,2626,4,3,22,8,3,8,6,9,B Cell,1,3
2235,Cy67_CD45pos_S2_A7_S7,10,1,6,4,10,1,2578,2,2,4,10,20,3,2,14,T Cell,1,2
2236,Cy67_CD45pos_S2_A8_S8,10,1,6,2,9,1,2664,7,4,22,8,17,8,6,9,T Cell,1,2
2237,Cy67_CD45pos_S2_A9_S9,10,1,6,4,9,1,2198,7,4,22,8,18,8,6,9,T Cell,1,2
2238,Cy67_CD45pos_S2_B10_S22,10,1,6,4,9,1,2631,7,4,22,8,18,8,6,9,T Cell,1,2
2239,Cy67_CD45pos_S2_B11_S23,10,1,6,4,9,1,2196,7,4,22,8,18,8,6,9,T Cell,1,2
2240,Cy67_CD45pos_S2_B12_S24,10,1,6,4,9,1,2171,7,4,22,8,18,8,6,9,T Cell,1,2
2241,Cy67_CD45pos_S2_B1_S13,10,1,6,4,9,1,2500,7,4,22,8,17,8,6,9,T Cell,1,2
2242,Cy67_CD45pos_S2_B3_S15,10,1,6,4,9,1,2618,7,4,22,8,18,8,6,9,T Cell,1,2
2243,Cy67_CD45pos_S2_B4_S16,10,1,6,4,9,1,2621,7,4,22,8,17,8,6,9,T Cell,1,2
2244,Cy67_CD45pos_S2_B5_S17,10,1,6,4,9,1,2599,7,4,22,8,18,8,6,9,T Cell,1,2
2245,Cy67_CD45pos_S2_B6_S18,16,1,6,1,9,1,2707,15,4,22,8,3,8,6,9,Melanoma,1,1
2246,Cy67_CD45pos_S2_B7_S19,10,1,6,4,9,1,1730,7,4,22,8,18,8,6,9,T Cell,1,2
2247,Cy67_CD45pos_S2_B8_S20,10,1,6,4,9,1,2405,7,4,22,8,17,8,6,9,T Cell,1,2
2248,Cy67_CD45pos_S2_B9_S21,10,1,6,4,9,1,1870,7,4,22,8,18,8,6,9,T Cell,1,2
2249,Cy67_CD45pos_S2_C10_S34,16,1,6,1,9,1,2650,15,4,22,8,3,8,6,9,B Cell,1,3
2250,Cy67_CD45pos_S2_C11_S35,16,1,6,1,9,1,2207,15,4,22,8,3,8,6,9,B Cell,1,3
2251,Cy67_CD45pos_S2_C12_S36,3,1,4,1,11,1,1326,4,3,10,14,1,4,3,7,B Cell,1,3
2252,Cy67_CD45pos_S2_C2_S26,16,1,6,1,9,1,2206,15,4,22,8,3,8,6,9,B Cell,1,3
2253,Cy67_CD45pos_S2_C3_S27,10,1,6,4,9,1,1433,7,4,22,8,18,8,6,9,T Cell,1,2
2254,Cy67_CD45pos_S2_C4_S28,10,1,6,4,9,1,2547,3,4,22,8,18,8,6,9,NK,1,7
2255,Cy67_CD45pos_S2_C5_S29,10,1,6,2,9,1,1977,7,4,22,8,9,8,6,9,T Cell,1,2
2256,Cy67_CD45pos_S2_C6_S30,10,1,6,4,10,1,2201,2,4,22,8,17,8,6,9,T Cell,1,2
2257,Cy67_CD45pos_S2_C7_S31,16,1,6,1,9,1,1904,4,3,22,8,2,8,6,5,B Cell,1,3
2258,Cy67_CD45pos_S2_C8_S32,10,1,6,4,10,1,1552,2,1,22,8,18,8,6,14,T Cell,1,2
2259,Cy67_CD45pos_S2_C9_S33,10,1,6,4,9,1,2697,16,4,22,8,18,8,6,9,Melanoma,1,1
2260,Cy67_CD45pos_S2_D10_S46,10,1,6,4,9,1,1632,7,4,22,8,18,8,6,9,T Cell,1,2
2261,Cy67_CD45pos_S2_D11_S47,10,1,6,4,9,1,2463,7,4,22,8,17,8,6,9,T Cell,1,2
2262,Cy67_CD45pos_S2_D12_S48,1,1,2,4,10,1,1447,2,2,18,10,5,3,1,14,T Cell,1,2
2263,Cy67_CD45pos_S2_D1_S37,10,1,6,4,9,1,2367,7,4,22,8,18,8,6,9,Melanoma,1,1
2264,Cy67_CD45pos_S2_D2_S38,16,1,6,1,9,1,2459,15,4,22,8,3,8,6,9,Melanoma,1,1
2265,Cy67_CD45pos_S2_D3_S39,10,1,6,4,9,1,2473,7,4,22,8,18,8,6,9,T Cell,1,2
2266,Cy67_CD45pos_S2_D4_S40,10,1,6,4,10,1,2106,2,4,22,8,13,8,6,9,T Cell,1,2
2267,Cy67_CD45pos_S2_D5_S41,10,1,6,4,9,1,2684,7,4,22,8,18,8,6,9,T Cell,1,2
2268,Cy67_CD45pos_S2_D7_S43,16,1,6,1,9,1,1905,4,3,22,8,3,8,6,9,B Cell,1,3
2269,Cy67_CD45pos_S2_D8_S44,10,1,6,4,9,1,2717,7,4,22,8,18,8,6,9,T Cell,1,2
2270,Cy67_CD45pos_S2_D9_S45,10,1,6,4,9,1,1863,2,4,22,8,18,8,6,9,T Cell,1,2
2271,Cy67_CD45pos_S2_E10_S58,10,1,6,4,9,1,2025,7,4,22,8,18,8,6,9,T Cell,1,2
2272,Cy67_CD45pos_S2_E11_S59,16,1,6,1,9,1,2220,4,3,22,8,3,8,6,9,Melanoma,1,1
2273,Cy67_CD45pos_S2_E12_S60,10,1,6,4,9,1,2123,7,4,22,8,18,8,6,9,T Cell,1,2
2274,Cy67_CD45pos_S2_E1_S49,10,1,6,4,9,1,1364,7,4,22,8,18,8,6,14,T Cell,1,2
2275,Cy67_CD45pos_S2_E2_S50,10,1,2,4,10,1,2311,2,1,4,5,13,1,1,14,T Cell,1,2
2276,Cy67_CD45pos_S2_E3_S51,10,1,6,2,9,1,1801,3,1,22,8,17,8,6,9,T Cell,1,2
2277,Cy67_CD45pos_S2_E4_S52,10,1,6,4,9,1,1992,7,4,22,8,18,8,2,14,T Cell,1,2
2278,Cy67_CD45pos_S2_E5_S53,10,1,6,4,9,1,2475,7,4,22,8,18,8,6,9,T Cell,1,2
2279,Cy67_CD45pos_S2_E6_S54,16,1,6,1,9,1,459,4,3,22,8,3,8,6,9,B Cell,1,3
2280,Cy67_CD45pos_S2_E7_S55,10,1,6,4,9,1,1960,7,4,22,8,18,8,6,9,T Cell,1,2
2281,Cy67_CD45pos_S2_E8_S56,10,1,6,4,9,1,2390,7,4,22,8,18,8,6,9,Melanoma,1,1
2282,Cy67_CD45pos_S2_E9_S57,10,1,6,4,9,1,1743,7,4,22,8,18,8,6,9,T Cell,1,2
