GeneSym	Count_NonImmune	NonImmuneEnrichment
CALML5	3	0.04
213790_at	3	0.04
MASP2	3	0.04
SLC22A1	3	0.04
TFDP1	3	0.04
ITGB1BP2	3	0.04
214777_at	3	0.04
SPP2	3	0.04
214837_at	3	0.04
COL11A1	3	0.04
211798_x_at	3	0.04
PTHLH	3	0.04
HAL	3	0.04
ALOX12	3	0.04
HAO1	3	0.04
POPDC2	3	0.04
ADRB2	3	0.04
SERPINA7	3	0.04
AFM	3	0.04
GYPE	3	0.04
FCGR2B	3	0.04
TMSL8	3	0.04
NAT8B	3	0.04
211633_x_at	3	0.04
PITX1	3	0.04
CIDECP	3	0.04
FMO1	3	0.04
IL1RL1	3	0.04
SLC6A14	3	0.04
LRRC15	3	0.04
F5	3	0.04
214916_x_at	3	0.04
ALOX5	3	0.04
MAB21L2	3	0.04
CLDN15	3	0.04
214973_x_at	3	0.04
ERG	3	0.04
KLK8	3	0.04
LIMK2	3	0.04
BCL11B	3	0.04
HAS2	3	0.04
DUSP9	3	0.04
C7orf10	3	0.04
KHK	3	0.04
DRAM	3	0.04
ANGPTL3	3	0.04
211643_x_at	3	0.04
TTC38	3	0.04
ZFP91-CNTF	3	0.04
MYB	3	0.04
SLC16A3	3	0.04
PLGLA	3	0.04
PPOX	3	0.04
PTPN4	3	0.04
217227_x_at	3	0.04
CDC2	3	0.04
NRAP	3	0.04
HMGA2	3	0.04
217179_x_at	3	0.04
MS4A6A	3	0.04
GLYAT	3	0.04
CTSZ	3	0.04
CRHBP	3	0.04
CORIN	3	0.04
MTMR11	3	0.04
SLC7A7	3	0.04
213895_at	3	0.04
217521_at	3	0.04
FIGF	3	0.04
FTCD	3	0.04
NPC1L1	3	0.04
FGF2	3	0.04
GYG2	3	0.04
214977_at	3	0.04
PTHR1	3	0.04
40971	3	0.04
SULT1B1	3	0.04
ARL14	3	0.04
CALML4	3	0.04
TM6SF1	3	0.04
HAPLN1	3	0.04
TMPRSS11D	3	0.04
ASF1B	3	0.04
216178_x_at	3	0.04
APBB2	3	0.04
DPP4	3	0.04
CD97	3	0.04
NIPSNAP3B	3	0.04
OSBP2	3	0.04
KLK7	3	0.04
FBXO40	3	0.04
NR0B2	3	0.04
CEP55	3	0.04
PCDH21	3	0.04
PDE4B	3	0.04
NAT2	3	0.04
AURKB	3	0.04
213241_at	3	0.04
CDR1	3	0.04
SLC29A1	3	0.04
SEC14L1	3	0.04
KLK5	3	0.04
KCNJ12	3	0.04
207259_at	3	0.04
BPGM	3	0.04
LY6G6C	3	0.04
GNA15	3	0.04
MAB21L1	3	0.04
ISG15	3	0.04
PDYN	3	0.04
QPCT	3	0.04
PKMYT1	3	0.04
FDX1	3	0.04
THSD7A	3	0.04
MMP10	3	0.04
UROD	3	0.04
CACNA1S	3	0.04
ICAM4	3	0.04
BMP2	3	0.04
CLEC11A	3	0.04
CTH	3	0.04
217258_x_at	3	0.04
DMPK	3	0.04
MMP11	3	0.04
ALPK3	3	0.04
214950_at	3	0.04
GYS2	3	0.04
AKR1C4	3	0.04
PTPRC	3	0.04
216853_x_at	3	0.04
215214_at	3	0.04
CREB5	3	0.04
FAM117A	3	0.04
RND1	3	0.04
CLIC2	3	0.04
MAMLD1	3	0.04
C7orf16	3	0.04
211751_at	3	0.04
SLC37A4	3	0.04
208303_s_at	3	0.04
SMPD3	3	0.04
SLC38A4	3	0.04
VDR	3	0.04
LRP12	3	0.04
DGKG	3	0.04
209823_x_at	3	0.04
DTL	3	0.04
PRODH2	3	0.04
LRP2	3	0.04
SEMG2	3	0.04
HOXC10	3	0.04
HERC6	3	0.04
PPP2R3A	3	0.04
217520_x_at	3	0.04
SLC6A2	3	0.04
RAB27B	3	0.04
PPP2R3B	3	0.04
FGF18	3	0.04
CECR1	3	0.04
PKLR	3	0.04
PARP8	3	0.04
KIF11	3	0.04
221824_s_at	3	0.04
MCM5	3	0.04
DPM2	3	0.04
GNG7	3	0.04
PLEKHG3	3	0.04
AHNAK	3	0.04
RRM1	3	0.04
210045_at	3	0.04
IL4R	3	0.04
C17orf81	3	0.04
C15orf39	3	0.04
RNFT2	3	0.04
GPR64	3	0.04
ZNF667	3	0.04
LRCH1	3	0.04
PLEKHF1	3	0.04
ATP6V0A4	3	0.04
E2F8	3	0.04
TEAD4	3	0.04
SLC39A7	3	0.04
CYP27A1	3	0.04
RABGAP1L	3	0.04
SIX6	3	0.04
XPO6	3	0.04
FUT6	3	0.04
SCGN	3	0.04
ACSL4	3	0.04
PARVB	3	0.04
GAS2	3	0.04
209614_at	3	0.04
SLC19A3	3	0.04
GLIPR1	3	0.04
GPX7	3	0.04
HRASLS2	3	0.04
PHACTR1	3	0.04
SPEN	3	0.04
TIPARP	3	0.04
OLFML1	3	0.04
DNA2	3	0.04
C3AR1	3	0.04
APOBEC3B	3	0.04
TRPM4	3	0.04
KLHL24	3	0.04
TESK2	3	0.04
DNAJC22	3	0.04
ACSM3	3	0.04
CORO2A	3	0.04
213003_s_at	3	0.04
PLK4	3	0.04
SPHK1	3	0.04
EN1	3	0.04
KCNIP2	3	0.04
SCO2	3	0.04
RBKS	3	0.04
VILL	3	0.04
CSF3	3	0.04
BMPR2	3	0.04
216542_x_at	3	0.04
ACOX1	3	0.04
GABRB3	3	0.04
DAPK3	3	0.04
KNTC1	3	0.04
KIF18B	3	0.04
APOBEC3G	3	0.04
SLC13A4	3	0.04
GINS1	3	0.04
219746_at	3	0.04
215949_x_at	3	0.04
MLXIP	3	0.04
RBPJL	3	0.04
LPIN2	3	0.04
GULP1	3	0.04
EZH2	3	0.04
213935_at	3	0.04
SCML1	3	0.04
209712_at	3	0.04
PLCL2	3	0.04
218923_at	3	0.04
SHCBP1	3	0.04
STEAP4	3	0.04
TMCC1	3	0.04
ILF3	3	0.04
SIX3	3	0.04
DLAT	3	0.04
SLC31A1	3	0.04
PPFIBP1	3	0.04
NUDT1	3	0.04
CUTC	3	0.04
DUSP10	3	0.04
CDKN2D	3	0.04
NUDT4	3	0.04
TIPIN	3	0.04
NUP85	3	0.04
NNT	3	0.04
EREG	3	0.04
SLC6A4	3	0.04
POLR3C	3	0.04
ST3GAL6	3	0.04
MYO15A	3	0.04
208900_s_at	3	0.04
ACSF2	3	0.04
NCOA1	3	0.04
PEMT	3	0.04
SLC12A8	3	0.04
41163	3	0.04
220449_at	3	0.04
TRIM32	3	0.04
LSP1	3	0.04
KDELC1	3	0.04
PMAIP1	3	0.04
FAM176B	3	0.04
LPCAT1	3	0.04
SLC29A2	3	0.04
FCHSD2	3	0.04
CPT1A	3	0.04
TINAGL1	3	0.04
MMP25	3	0.04
SLC36A1	3	0.04
214395_x_at	3	0.04
TNFSF15	3	0.04
C11orf80	3	0.04
PIGQ	3	0.04
GMPPA	3	0.04
NAALAD2	3	0.04
FAM70A	3	0.04
LRRC19	3	0.04
RCL1	3	0.04
218699_at	3	0.04
DYRK2	3	0.04
DLEU1	3	0.04
RNASEH2A	3	0.04
MED8	3	0.04
RPS21	3	0.04
BTN3A3	3	0.04
GBAP	3	0.04
212978_at	3	0.04
BTNL3	3	0.04
MLYCD	3	0.04
LMAN1	3	0.04
SLC17A5	3	0.04
DDB2	3	0.04
DNAJC9	3	0.04
CASP8	3	0.04
216829_at	3	0.04
SLC35E1	3	0.04
EDAR	3	0.04
RPP40	3	0.04
MYCL1	3	0.04
FBXO5	3	0.04
217617_at	3	0.04
FHOD1	3	0.04
222317_at	3	0.04
GPLD1	3	0.04
LMNB2	3	0.04
SH2D4A	3	0.04
GCLC	3	0.04
IRF2	3	0.04
SFT2D2	3	0.04
LYRM4	3	0.04
POLRMT	3	0.04
GTF2F1	3	0.04
JMJD7	3	0.04
PNMT	3	0.04
CDC7	3	0.04
ZNF273	3	0.04
C21orf91	3	0.04
NAMPT	3	0.04
NCAPD3	3	0.04
LTB4R	3	0.04
PRIM2	3	0.04
215671_at	3	0.04
216737_at	3	0.04
216450_x_at	3	0.04
STK19	3	0.04
SLC5A6	3	0.04
PRKY	3	0.04
SERTAD2	3	0.04
LPCAT3	3	0.04
XPNPEP1	3	0.04
TMEM177	3	0.04
CKAP2	3	0.04
DNAJC10	3	0.04
GNL2	3	0.04
SLCO4C1	3	0.04
SIDT1	3	0.04
NKTR	3	0.04
RIPK1	3	0.04
ZNF426	3	0.04
AP1G1	3	0.04
BACH1	3	0.04
FAAH	3	0.04
GRB2	3	0.04
UCKL1	3	0.04
FOSL1	3	0.04
ADSL	3	0.04
STAG3L3	3	0.04
PCYOX1L	3	0.04
ITPKC	3	0.04
EGLN3	3	0.04
DCTN5	3	0.04
UBN1	3	0.04
FAM158A	3	0.04
PTPN1	3	0.04
SH2B3	3	0.04
SYTL2	3	0.04
SART3	3	0.04
TP53BP2	3	0.04
WTAP	3	0.04
NR3C1	3	0.04
PATZ1	3	0.04
212766_s_at	3	0.04
ATP7A	3	0.04
SIRT5	3	0.04
RFX5	3	0.04
TDG	3	0.04
MBNL1	3	0.04
PAN2	3	0.04
GSR	3	0.04
WDR42A	3	0.04
64883_at	3	0.04
219957_at	3	0.04
MRTO4	3	0.04
ZDHHC13	3	0.04
TTC27	3	0.04
SLC35F2	3	0.04
CASP6	3	0.04
PHF16	3	0.04
TOR3A	3	0.04
CSK	3	0.04
MKNK1	3	0.04
NOL5A	3	0.04
TARDBP	3	0.04
HIST1H2BD	3	0.04
GAR1	3	0.04
ASF1A	3	0.04
ABCG1	3	0.04
NLRX1	3	0.04
MEN1	3	0.04
JHDM1D	3	0.04
GTPBP1	3	0.04
B3GALT4	3	0.04
CASP3	3	0.04
PMF1	3	0.04
78383_at	3	0.04
MAN2A2	3	0.04
MDC1	3	0.04
C9orf97	3	0.04
GAPVD1	3	0.04
JARID1A	3	0.04
KIAA0317	3	0.04
CHD1	3	0.04
USP6NL	3	0.04
RGS14	3	0.04
STRADA	3	0.04
ATXN7	3	0.04
PPRC1	3	0.04
NUS1	3	0.04
ARIH2	3	0.04
HNRNPA0	3	0.04
RAD51C	3	0.04
C20orf59	3	0.04
NARG1	3	0.04
208935_s_at	3	0.04
SNRNP40	3	0.04
C4orf16	3	0.04
DPP3	3	0.04
SLC5A3	3	0.04
APOOL	3	0.04
RAD1	3	0.04
GEMIN6	3	0.04
BRD1	3	0.04
CDYL	3	0.04
UHRF1BP1L	3	0.04
SYF2	3	0.04
RAB33B	3	0.04
PPP2R5C	3	0.04
214660_at	3	0.04
HLA-DRB6	3	0.04
KIF23	3	0.04
SEC63	3	0.04
ZEB1	3	0.04
BAT2L	3	0.04
ATP5S	3	0.04
215009_s_at	3	0.04
DENR	3	0.04
213826_s_at	3	0.04
DNAJC2	3	0.04
222152_at	3	0.04
DHTKD1	3	0.04
212342_at	3	0.04
CLK1	3	0.04
PRPF4	3	0.04
DNAJB12	3	0.04
ZNF93	3	0.04
CLN5	3	0.04
ZNF329	3	0.04
TTC17	3	0.04
RASA1	3	0.04
210731_s_at	3	0.04
208776_at	3	0.04
TCERG1	3	0.04
TAPBPL	3	0.04
PAK1IP1	3	0.04
BRMS1	3	0.04
C16orf53	3	0.04
BANP	3	0.04
GPR89C	3	0.04
PSENEN	3	0.04
SNUPN	3	0.04
C11orf51	3	0.04
ELOVL6	3	0.04
USP1	3	0.04
POFUT2	3	0.04
SIRT7	3	0.04
LGTN	3	0.04
ZNF189	3	0.04
NXT2	3	0.04
UTP11L	3	0.04
PANK4	3	0.04
210679_x_at	3	0.04
RIC8A	3	0.04
CSNK1G3	3	0.04
FADD	3	0.04
GPKOW	3	0.04
NXT1	3	0.04
UTX	3	0.04
214005_at	3	0.04
RBM10	3	0.04
KPNB1	3	0.04
C1orf9	3	0.04
TMEM135	3	0.04
PIGC	3	0.04
222273_at	3	0.04
TMEM41B	3	0.04
PDCD11	3	0.04
NAT1	3	0.04
NAT10	3	0.04
CBX3	3	0.04
CPNE1	3	0.04
DUSP12	3	0.04
CGRRF1	3	0.04
222366_at	3	0.04
C14orf169	3	0.04
RHOG	3	0.04
ZNF259	3	0.04
PPID	3	0.04
RNF139	3	0.04
NOL12	3	0.04
ASH2L	3	0.04
203742_s_at	3	0.04
213359_at	3	0.04
TMEM80	3	0.04
FTSJD2	3	0.04
215221_at	3	0.04
FAM21A	3	0.04
MAN1A1	3	0.04
C5orf22	3	0.04
ARID4A	3	0.04
MED28	3	0.04
WDR41	3	0.04
SAP30BP	3	0.04
EXOD1	3	0.04
KEAP1	3	0.04
MSH3	3	0.04
RBMS2	3	0.04
BRWD2	3	0.04
EBNA1BP2	3	0.04
HDHD1A	3	0.04
C6orf108	3	0.04
TWF2	3	0.04
PDAP1	3	0.04
CDK7	3	0.04
TMCO1	3	0.04
PCF11	3	0.04
WSB1	3	0.04
PHACTR4	3	0.04
205583_s_at	3	0.04
USP16	3	0.04
TUT1	3	0.04
ACTR6	3	0.04
CEPT1	3	0.04
TAF12	3	0.04
MBIP	3	0.04
IRAK4	3	0.04
TBCE	3	0.04
GNL3	3	0.04
FASTKD2	3	0.04
DND1	3	0.04
CLUAP1	3	0.04
213282_at	3	0.04
PLAA	3	0.04
ZNHIT6	3	0.04
FIP1L1	3	0.04
SUZ12	3	0.04
PPP2R3C	3	0.04
PLEC1	3	0.04
NOP2	3	0.04
MED23	3	0.04
NFU1	3	0.04
CPSF4	3	0.04
PIK3R4	3	0.04
CLPX	3	0.04
VPS13B	3	0.04
LONP1	3	0.04
MLL4	3	0.04
LYRM2	3	0.04
EVI5	3	0.04
213517_at	3	0.04
PRPF39	3	0.04
FARS2	3	0.04
PTCD3	3	0.04
ZCCHC11	3	0.04
KRIT1	3	0.04
APEH	3	0.04
GOLGA3	3	0.04
SEH1L	3	0.04
LMF1	3	0.04
PFDN4	3	0.04
YEATS4	3	0.04
EAPP	3	0.04
ZFYVE16	3	0.04
CSPG4	3	0.04
DNTTIP2	3	0.04
SMARCAL1	3	0.04
CNOT4	3	0.04
SLC35A1	3	0.04
202015_x_at	3	0.04
LOC441089	3	0.04
MCRS1	3	0.04
DVL3	3	0.04
C12orf44	3	0.04
EIF2B3	3	0.04
MAPKAP1	3	0.04
ZNF12	3	0.04
TSC22D2	3	0.04
202028_s_at	3	0.04
ERCC3	3	0.04
JRK	3	0.04
SUPT16H	3	0.04
NDUFAF1	3	0.04
213350_at	3	0.04
ZNHIT3	3	0.04
AGGF1	3	0.04
MGA	3	0.04
LRRC41	3	0.04
CDC123	3	0.04
ZFR	3	0.04
215090_x_at	3	0.04
EMD	3	0.04
CXorf21	3	0.04
CCNH	3	0.04
CROP	3	0.04
KIAA1219	3	0.04
DDX10	3	0.04
202294_at	3	0.04
MEF2D	3	0.04
WBSCR16	3	0.04
THOC7	3	0.04
ZC3H15	3	0.04
RNPEPL1	3	0.04
MRPL23	3	0.04
MON2	3	0.04
POLR2J3	3	0.04
DNAJC13	3	0.04
SRP54	3	0.04
ZFAND3	3	0.04
212867_at	3	0.04
CLK3	3	0.04
LARS2	3	0.04
NFYB	3	0.04
TOPORS	3	0.04
UFM1	3	0.04
201607_at	3	0.04
ARHGEF2	3	0.04
PHKB	3	0.04
MTERFD1	3	0.04
MMS19	3	0.04
WAC	3	0.04
DDX17	3	0.04
ARHGAP12	3	0.04
218177_at	3	0.04
NUDT9	3	0.04
ADRM1	3	0.04
VPS54	3	0.04
ALKBH1	3	0.04
PIP5K1A	3	0.04
PTRH2	3	0.04
TADA3L	3	0.04
CDK10	3	0.04
SUPT5H	3	0.04
CIZ1	3	0.04
TTC37	3	0.04
ERGIC2	3	0.04
HUWE1	3	0.04
TMEM184C	3	0.04
214740_at	3	0.04
GSTT1	3	0.04
TARS2	3	0.04
N-PAC	3	0.04
PELP1	3	0.04
SCFD1	3	0.04
SFTPC	2	0.03
CTRB2	2	0.03
LIPF	2	0.03
PNLIP	2	0.03
ELA2A	2	0.03
PRSS1	2	0.03
PNLIPRP1	2	0.03
PRG2	2	0.03
CA6	2	0.03
CRNN	2	0.03
TPO	2	0.03
HSD3B2	2	0.03
CYP2E1	2	0.03
RHD	2	0.03
TNNI3	2	0.03
CUZD1	2	0.03
KLK3	2	0.03
PRR4	2	0.03
TFF2	2	0.03
TRIM10	2	0.03
PSG3	2	0.03
SI	2	0.03
RHAG	2	0.03
CXCL9	2	0.03
CTRL	2	0.03
CA1	2	0.03
PLUNC	2	0.03
SFTPD	2	0.03
RP11-265F14.2	2	0.03
CSH1	2	0.03
HSD3B1	2	0.03
SERPIND1	2	0.03
PSG9	2	0.03
AQP9	2	0.03
CHI3L1	2	0.03
LBP	2	0.03
GAL	2	0.03
ALPP	2	0.03
PRB3	2	0.03
BZRPL1	2	0.03
RYR1	2	0.03
IL1B	2	0.03
NFE2	2	0.03
CCL19	2	0.03
CXCL13	2	0.03
ADAMDEC1	2	0.03
MEP1A	2	0.03
OXT	2	0.03
CXCL5	2	0.03
PON1	2	0.03
S100G	2	0.03
GZMA	2	0.03
NANOG	2	0.03
MUC16	2	0.03
KLRB1	2	0.03
MYO1A	2	0.03
MYBPC3	2	0.03
CER1	2	0.03
MGAM	2	0.03
MUC2	2	0.03
SLC15A3	2	0.03
SLC27A5	2	0.03
SPTA1	2	0.03
SLC12A1	2	0.03
KYNU	2	0.03
HDC	2	0.03
IL7R	2	0.03
210915_x_at	2	0.03
AGER	2	0.03
FCGR1C	2	0.03
CYP26A1	2	0.03
TMPRSS11E2	2	0.03
GPA33	2	0.03
LIPC	2	0.03
CD5L	2	0.03
CCR1	2	0.03
IL1A	2	0.03
LECT2	2	0.03
C8G	2	0.03
VPREB3	2	0.03
TSHR	2	0.03
FCGR2C	2	0.03
NPR3	2	0.03
SLC2A5	2	0.03
PLAC1	2	0.03
213674_x_at	2	0.03
C5AR1	2	0.03
GATA1	2	0.03
GFI1B	2	0.03
REG1P	2	0.03
SLC22A4	2	0.03
UPK1A	2	0.03
211639_x_at	2	0.03
MMP19	2	0.03
ZNF165	2	0.03
LIF	2	0.03
CD209	2	0.03
IFI6	2	0.03
CHI3L2	2	0.03
ACSM2B	2	0.03
ASGR1	2	0.03
NCAPH	2	0.03
SPAG11A	2	0.03
SPINK4	2	0.03
TFPI	2	0.03
216782_at	2	0.03
BST1	2	0.03
ACTN3	2	0.03
RP4-691N24.1	2	0.03
GABRA6	2	0.03
GUCA2B	2	0.03
SOD2	2	0.03
FOXE1	2	0.03
STC1	2	0.03
UPB1	2	0.03
SLC22A7	2	0.03
TNFRSF17	2	0.03
221200_at	2	0.03
DNASE1	2	0.03
HCK	2	0.03
GBP1	2	0.03
CSF2RB	2	0.03
MMP3	2	0.03
CH25H	2	0.03
KLK12	2	0.03
TNNI3K	2	0.03
HPSE	2	0.03
FRAT2	2	0.03
CCND2	2	0.03
ATP12A	2	0.03
ATF5	2	0.03
SLC27A3	2	0.03
FSHB	2	0.03
ATP13A3	2	0.03
MKI67	2	0.03
PNOC	2	0.03
RANBP10	2	0.03
SYK	2	0.03
P2RY14	2	0.03
NPY6R	2	0.03
217676_at	2	0.03
CLEC7A	2	0.03
205337_at	2	0.03
215775_at	2	0.03
KIF15	2	0.03
GALNT10	2	0.03
FMO3	2	0.03
CGB8	2	0.03
CXCR4	2	0.03
IL23A	2	0.03
CYP2A7	2	0.03
HBE1	2	0.03
FHL3	2	0.03
PAEP	2	0.03
ABHD9	2	0.03
MYOZ3	2	0.03
CACNG1	2	0.03
FZD2	2	0.03
206895_at	2	0.03
TCHH	2	0.03
MUC5AC	2	0.03
GUCA2A	2	0.03
CYP2D6	2	0.03
PTH	2	0.03
CISH	2	0.03
LEP	2	0.03
NOX4	2	0.03
BTNL8	2	0.03
BCL2L14	2	0.03
ITGAM	2	0.03
C4BPB	2	0.03
SIRPA	2	0.03
ERMAP	2	0.03
37986_at	2	0.03
CENPM	2	0.03
222074_at	2	0.03
RORA	2	0.03
TOX	2	0.03
GSTM4	2	0.03
FBP2	2	0.03
ADAM28	2	0.03
IAPP	2	0.03
F7	2	0.03
FAS	2	0.03
ISG20	2	0.03
FEN1	2	0.03
DGKA	2	0.03
PHTF1	2	0.03
TLR5	2	0.03
CETP	2	0.03
NFIX	2	0.03
219138_at	2	0.03
NEIL1	2	0.03
GPR35	2	0.03
STAB2	2	0.03
IGF2BP3	2	0.03
EGR2	2	0.03
TH	2	0.03
INHBE	2	0.03
HS3ST3A1	2	0.03
UPP1	2	0.03
HTRA2	2	0.03
BCAT1	2	0.03
PLK1	2	0.03
CD52	2	0.03
CDC27	2	0.03
DUSP4	2	0.03
OAS1	2	0.03
HMMR	2	0.03
PDK3	2	0.03
CD177	2	0.03
CLCNKB	2	0.03
HS2ST1	2	0.03
AIF1	2	0.03
ASAP1	2	0.03
WDR23	2	0.03
MYCN	2	0.03
216541_x_at	2	0.03
PIK3IP1	2	0.03
LBA1	2	0.03
215450_at	2	0.03
HTR2B	2	0.03
XDH	2	0.03
RBL2	2	0.03
NCAPD2	2	0.03
P2RX1	2	0.03
SERHL2	2	0.03
SLC22A2	2	0.03
ZP2	2	0.03
PRKCD	2	0.03
RPL10L	2	0.03
HSPA4	2	0.03
206011_at	2	0.03
HRK	2	0.03
SFI1	2	0.03
SLC13A2	2	0.03
ALOX5AP	2	0.03
ATHL1	2	0.03
FAM64A	2	0.03
214928_at	2	0.03
GUCY2C	2	0.03
IRF8	2	0.03
IL17B	2	0.03
MATN1	2	0.03
217735_s_at	2	0.03
SLC16A6	2	0.03
CEP70	2	0.03
CENPE	2	0.03
ANGPT1	2	0.03
MFHAS1	2	0.03
ACOX3	2	0.03
SLCO1B3	2	0.03
GIMAP5	2	0.03
204619_s_at	2	0.03
SHOX2	2	0.03
GADD45G	2	0.03
NUMB	2	0.03
PDE3B	2	0.03
LDLRAP1	2	0.03
HAO2	2	0.03
ANKRD55	2	0.03
SLC6A9	2	0.03
IL1F6	2	0.03
BMP2K	2	0.03
EFHC2	2	0.03
EIF4G1	2	0.03
DCT	2	0.03
TAP1	2	0.03
MAGEA8	2	0.03
SCN5A	2	0.03
EML4	2	0.03
PARP12	2	0.03
EPRS	2	0.03
CCNF	2	0.03
SLC19A1	2	0.03
222380_s_at	2	0.03
GGA2	2	0.03
HMHA1	2	0.03
LOC55908	2	0.03
CIDEA	2	0.03
TPK1	2	0.03
LAIR1	2	0.03
MYO1E	2	0.03
ATAD2	2	0.03
GMFG	2	0.03
IL21	2	0.03
KLKB1	2	0.03
ACVR2B	2	0.03
GDPD3	2	0.03
C12orf5	2	0.03
NFYA	2	0.03
JMJD6	2	0.03
SQLE	2	0.03
SSBP2	2	0.03
RASGRP2	2	0.03
CDC25A	2	0.03
SAR1A	2	0.03
TNFRSF11B	2	0.03
CCL27	2	0.03
MYH7B	2	0.03
GREM2	2	0.03
PPP2R1B	2	0.03
MRS2	2	0.03
IL6R	2	0.03
216969_s_at	2	0.03
MFN2	2	0.03
HCRT	2	0.03
QRSL1	2	0.03
C14orf109	2	0.03
MAP3K8	2	0.03
ADAMTS3	2	0.03
FBXL5	2	0.03
PROC	2	0.03
PION	2	0.03
INSIG1	2	0.03
NDC80	2	0.03
NR4A3	2	0.03
SLCO1B1	2	0.03
MPPE1	2	0.03
NCLN	2	0.03
RASGRP3	2	0.03
CYP4F11	2	0.03
PTAFR	2	0.03
BLM	2	0.03
C1orf54	2	0.03
MTSS1	2	0.03
CCDC88A	2	0.03
222037_at	2	0.03
208109_s_at	2	0.03
SLC10A2	2	0.03
GINS2	2	0.03
CTNNA3	2	0.03
TUBAL3	2	0.03
AGL	2	0.03
PPP1R10	2	0.03
SOAT1	2	0.03
RAET1G	2	0.03
TRAF5	2	0.03
CHST7	2	0.03
TMEM38B	2	0.03
ARAP1	2	0.03
LOC168474	2	0.03
ARMC9	2	0.03
TYMP	2	0.03
KIF5B	2	0.03
DTYMK	2	0.03
CLEC1B	2	0.03
KIFC1	2	0.03
ARIH1	2	0.03
C20orf27	2	0.03
ITGA4	2	0.03
ATG4A	2	0.03
DRD1	2	0.03
SCARB2	2	0.03
GSDMB	2	0.03
NASP	2	0.03
219915_s_at	2	0.03
IMPDH1	2	0.03
NRIP1	2	0.03
MARK3	2	0.03
SPSB1	2	0.03
ISCA1	2	0.03
MXD4	2	0.03
SLC13A1	2	0.03
RAD51	2	0.03
IFIT5	2	0.03
SSR3	2	0.03
UBE2D1	2	0.03
C4orf15	2	0.03
PELI2	2	0.03
BAG5	2	0.03
CUL3	2	0.03
PLCG1	2	0.03
ARHGAP19	2	0.03
216667_at	2	0.03
215322_at	2	0.03
PCSK5	2	0.03
ARID3B	2	0.03
KIAA0841	2	0.03
ATP10A	2	0.03
C2orf54	2	0.03
PITPNC1	2	0.03
LGR5	2	0.03
CCNL2	2	0.03
M6PR	2	0.03
C3orf64	2	0.03
BCKDHB	2	0.03
PEX7	2	0.03
SETD8	2	0.03
RAB8B	2	0.03
MAP2K4	2	0.03
SEC23IP	2	0.03
STIP1	2	0.03
213817_at	2	0.03
STAT5A	2	0.03
ZNF44	2	0.03
ST3GAL1	2	0.03
214967_at	2	0.03
PTPN6	2	0.03
CORO1B	2	0.03
C3orf37	2	0.03
GCNT1	2	0.03
TBC1D13	2	0.03
ERO1L	2	0.03
C13orf34	2	0.03
PRKAB1	2	0.03
BPTF	2	0.03
RASSF4	2	0.03
FUSIP1	2	0.03
SAMHD1	2	0.03
RAD51AP1	2	0.03
BOP1	2	0.03
222040_at	2	0.03
MFNG	2	0.03
SPAG1	2	0.03
TTLL12	2	0.03
MAN2B1	2	0.03
WNK1	2	0.03
214684_at	2	0.03
216177_at	2	0.03
IL7	2	0.03
DNAJC3	2	0.03
MOSPD1	2	0.03
RASA4	2	0.03
SLA	2	0.03
213598_at	2	0.03
GLCE	2	0.03
ATG2A	2	0.03
MICB	2	0.03
ZNF304	2	0.03
TDP1	2	0.03
CAD	2	0.03
VRK1	2	0.03
CRYGD	2	0.03
PEX19	2	0.03
ELL2	2	0.03
BAT2D1	2	0.03
C6orf62	2	0.03
209525_at	2	0.03
AKAP9	2	0.03
219848_s_at	2	0.03
200685_at	2	0.03
UNG	2	0.03
TXNDC1	2	0.03
221978_at	2	0.03
RRP7B	2	0.03
UBE2J1	2	0.03
ING3	2	0.03
SETX	2	0.03
SPTLC2	2	0.03
LOC388796	2	0.03
GVIN1	2	0.03
214801_at	2	0.03
UPF3B	2	0.03
NRAS	2	0.03
SEC24A	2	0.03
POLD1	2	0.03
C6orf26	2	0.03
TMEM33	2	0.03
PLEKHO1	2	0.03
PNPLA2	2	0.03
B3GNT2	2	0.03
HSPA14	2	0.03
PAPOLA	2	0.03
STIL	2	0.03
FAM105A	2	0.03
CSGLCA-T	2	0.03
LANCL2	2	0.03
BRD4	2	0.03
BRCA1	2	0.03
HIST1H2BK	2	0.03
RBM15	2	0.03
DHX9	2	0.03
CRY1	2	0.03
C9orf156	2	0.03
216412_x_at	2	0.03
DDX27	2	0.03
TNPO3	2	0.03
IFT74	2	0.03
CCNG2	2	0.03
DACH1	2	0.03
214244_s_at	2	0.03
WDR48	2	0.03
ROD1	2	0.03
CD68	2	0.03
DOK1	2	0.03
ZFP36L2	2	0.03
NPM3	2	0.03
217645_at	2	0.03
C1orf163	2	0.03
IL1RAP	2	0.03
CHCHD7	2	0.03
POLD3	2	0.03
FLOT2	2	0.03
SPIN2B	2	0.03
OSTM1	2	0.03
C18orf8	2	0.03
ATAD2B	2	0.03
FLJ21865	2	0.03
64488_at	2	0.03
217019_at	2	0.03
NOL11	2	0.03
FKBP15	2	0.03
SMNDC1	2	0.03
MRPS31	2	0.03
ZNF551	2	0.03
RP5-1000E10.4	2	0.03
ITGB3BP	2	0.03
MAGOH	2	0.03
ECT2	2	0.03
IL5	2	0.03
ZNF184	2	0.03
DIAPH2	2	0.03
PPP3R1	2	0.03
KLHDC4	2	0.03
POLE	2	0.03
TFIP11	2	0.03
STX4	2	0.03
